biosample_id,raw_data_identifier,processedsample_placeholder,material_processing_protocol_id
nmdc:bsm-11-nfjfn069,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_110_RtExu-D-EcoFAB-Brachy-SynCom16_7_Reinj2_576.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-aeddj751,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_111_RtExu-D-EcoFAB-Brachy-SynCom17_1__044.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-bp3vjp67,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_112_RtExu-D-EcoFAB-Brachy-SynCom17_2__066.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-tg2fkx98,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_113_RtExu-D-EcoFAB-Brachy-SynCom17_3__153.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-rwfg6484,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_114_RtExu-D-EcoFAB-Brachy-SynCom17_4__203.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-q0j1j579,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_115_RtExu-D-EcoFAB-Brachy-SynCom17_5_Reinj2_593.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-3k70k365,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_116_RtExu-D-EcoFAB-Brachy-SynCom17_6__334.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-jfxaxq36,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_117_RtExu-D-EcoFAB-Brachy-SynCom17_7__357.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-sn0xpa14,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_118_TxCtrl-D-EcoFAB-Medium-Sterile_1__056.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-8yc50026,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_119_TxCtrl-D-EcoFAB-Medium-Sterile_2__077.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-ns971194,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_11_RtExu-A-EcoFAB-Brachy-SynCom16_4__165.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-jr4j9h39,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_120_TxCtrl-D-EcoFAB-Medium-Sterile_3__151.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-rmvker47,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_121_TxCtrl-D-EcoFAB-Medium-Sterile_4_Reinj_475.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-zpp4e345,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_122_TxCtrl-D-EcoFAB-Medium-Sterile_5_Reinj2_522.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-ac45fp73,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_123_TxCtrl-D-EcoFAB-Medium-Sterile_6__330.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-93c34e28,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_124_TxCtrl-D-EcoFAB-Medium-Sterile_7__378.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-7eb1ca11,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_129_RtExu-E-EcoFAB-Brachy-Axenic_1_Reinj_487.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-mh79nb81,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_12_RtExu-A-EcoFAB-Brachy-SynCom16_5__262.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-6mhhe280,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_130_RtExu-E-EcoFAB-Brachy-Axenic_2__083.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-e3dqbt44,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_131_RtExu-E-EcoFAB-Brachy-Axenic_3_Reinj2_534.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-57065s27,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_132_RtExu-E-EcoFAB-Brachy-Axenic_4_Reinj_403.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-5z1jah62,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_133_RtExu-E-EcoFAB-Brachy-Axenic_5__218.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-7q0tq290,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_134_RtExu-E-EcoFAB-Brachy-Axenic_6__291.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-y4jm9d42,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_135_RtExu-E-EcoFAB-Brachy-Axenic_7__373.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-q9cpse51,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_136_RtExu-E-EcoFAB-Brachy-SynCom16_1__013.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-4y0frx96,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_137_RtExu-E-EcoFAB-Brachy-SynCom16_2__093.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-jrdbmk15,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_138_RtExu-E-EcoFAB-Brachy-SynCom16_3_Reinj_452.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-6vbr8c12,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_139_RtExu-E-EcoFAB-Brachy-SynCom16_4_Reinj_421.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-yn65m210,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_13_RtExu-A-EcoFAB-Brachy-SynCom16_6__328.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-7qyr4e39,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_140_RtExu-E-EcoFAB-Brachy-SynCom16_5__264.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-btqpfk48,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_141_RtExu-E-EcoFAB-Brachy-SynCom16_6_Reinj2_574.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-9km6ce82,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_142_RtExu-E-EcoFAB-Brachy-SynCom16_7__359.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-cet53e85,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_143_RtExu-E-EcoFAB-Brachy-SynCom17_1_Reinj2_595.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-ze3v5k36,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_144_RtExu-E-EcoFAB-Brachy-SynCom17_2__097.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-a6r4tr70,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_145_RtExu-E-EcoFAB-Brachy-SynCom17_3__112.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-vmng0j37,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_146_RtExu-E-EcoFAB-Brachy-SynCom17_4__183.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-gy481c91,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_147_RtExu-E-EcoFAB-Brachy-SynCom17_5__287.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-bkaq0225,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_148_RtExu-E-EcoFAB-Brachy-SynCom17_6__316.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-z9787c48,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_149_RtExu-E-EcoFAB-Brachy-SynCom17_7__361.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-r2rmke82,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_14_RtExu-A-EcoFAB-Brachy-SynCom16_7__340.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-t9g52730,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_150_TxCtrl-E-EcoFAB-Medium-Sterile_1__015.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-k6brat40,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_151_TxCtrl-E-EcoFAB-Medium-Sterile_2__079.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-112jxh69,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_152_TxCtrl-E-EcoFAB-Medium-Sterile_3__124.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-z6tprk20,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_153_TxCtrl-E-EcoFAB-Medium-Sterile_4__157.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-fqp2mq07,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_154_TxCtrl-E-EcoFAB-Medium-Sterile_5_Added_249.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-8jk2bw63,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_155_TxCtrl-E-EcoFAB-Medium-Sterile_6__303.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-1zx6fg10,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_156_TxCtrl-E-EcoFAB-Medium-Sterile_7__369.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-13rnnv18,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_15_RtExu-A-EcoFAB-Brachy-SynCom17_1__025.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-0ahthd94,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_16_RtExu-A-EcoFAB-Brachy-SynCom17_2__072.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-pa6tvy76,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_17_RtExu-A-EcoFAB-Brachy-SynCom17_3__147.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-ty269g72,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_18_RtExu-A-EcoFAB-Brachy-SynCom17_4_badinj_181.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-n6479f35,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_19_RtExu-A-EcoFAB-Brachy-SynCom17_5__214.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-442x9w41,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_1_RtExu-A-EcoFAB-Brachy-Axenic_1__052.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-hergt909,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_20_RtExu-A-EcoFAB-Brachy-SynCom17_6__312.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-vx8ys961,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_21_RtExu-A-EcoFAB-Brachy-SynCom17_7__336.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-954kpx45,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_22_TxCtrl-A-EcoFAB-Medium-Sterile_1__048.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-h1810p95,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_23_TxCtrl-A-EcoFAB-Medium-Sterile_2__068.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-6kpc6j55,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_24_TxCtrl-A-EcoFAB-Medium-Sterile_3__114.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-83e83s62,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_25_TxCtrl-A-EcoFAB-Medium-Sterile_4__191.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-xfh3dd20,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_26_TxCtrl-A-EcoFAB-Medium-Sterile_5__279.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-45y9mx30,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_27_TxCtrl-A-EcoFAB-Medium-Sterile_6__293.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-aejbnh36,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_28_TxCtrl-A-EcoFAB-Medium-Sterile_7__347.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-1nsdsc26,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_2_RtExu-A-EcoFAB-Brachy-Axenic_2__070.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-x255p785,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_33_RtExu-B-EcoFAB-Brachy-Axenic_1__050.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-dwvcn565,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_34_RtExu-B-EcoFAB-Brachy-Axenic_2__103.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-pcsyhc74,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_35_RtExu-B-EcoFAB-Brachy-Axenic_3__105.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-776w0167,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_36_RtExu-B-EcoFAB-Brachy-Axenic_4_badinj_169.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-mj8x9p33,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_37_RtExu-B-EcoFAB-Brachy-Axenic_5__216.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-aq96zb32,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_38_RtExu-B-EcoFAB-Brachy-Axenic_6__322.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-brs7pn04,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_39_RtExu-B-EcoFAB-Brachy-Axenic_7__380.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-6dfw2x66,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_3_RtExu-A-EcoFAB-Brachy-Axenic_3__118.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-c8b1e472,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_40_RtExu-B-EcoFAB-Brachy-SynCom16_1__027.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-w93pvn61,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_41_RtExu-B-EcoFAB-Brachy-SynCom16_2_Reinj_500.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-1vzn7q59,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_42_RtExu-B-EcoFAB-Brachy-SynCom16_3__132.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-qb4jy084,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_43_RtExu-B-EcoFAB-Brachy-SynCom16_4_Reinj_448.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-xyw8rz73,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_44_RtExu-B-EcoFAB-Brachy-SynCom16_5__258.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-729ztw69,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_45_RtExu-B-EcoFAB-Brachy-SynCom16_6_Reinj2_570.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-gm2c2910,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_46_RtExu-B-EcoFAB-Brachy-SynCom16_7__355.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-6a4v6p04,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_47_RtExu-B-EcoFAB-Brachy-SynCom17_1__031.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-c0x8c549,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_48_RtExu-B-EcoFAB-Brachy-SynCom17_2_Reinj_440.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-6f5zvw02,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_49_RtExu-B-EcoFAB-Brachy-SynCom17_3_Reinj_465.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-4mxkv411,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_4_RtExu-A-EcoFAB-Brachy-Axenic_4_Reinj_436.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-3srygf50,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_50_RtExu-B-EcoFAB-Brachy-SynCom17_4__167.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-w23bxd55,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_51_RtExu-B-EcoFAB-Brachy-SynCom17_5__268.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-a7bxxs53,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_52_RtExu-B-EcoFAB-Brachy-SynCom17_6__307.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-jakxpg14,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_53_RtExu-B-EcoFAB-Brachy-SynCom17_7__382.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-d7mwm979,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_54_TxCtrl-B-EcoFAB-Medium-Sterile_1__033.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-0cqdm784,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_55_TxCtrl-B-EcoFAB-Medium-Sterile_2__087.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-vg4qr366,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_56_TxCtrl-B-EcoFAB-Medium-Sterile_3__138.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-z4fryw87,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_57_TxCtrl-B-EcoFAB-Medium-Sterile_4__179.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-r6ajaz03,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_58_TxCtrl-B-EcoFAB-Medium-Sterile_5__256.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-591gft81,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_59_TxCtrl-B-EcoFAB-Medium-Sterile_6__299.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-jfbeqj74,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_5_RtExu-A-EcoFAB-Brachy-Axenic_5__212.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-1dwqny12,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_60_TxCtrl-B-EcoFAB-Medium-Sterile_7__371.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-g2h93009,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_65_RtExu-C-EcoFAB-Brachy-Axenic_1__011.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-8b4rh852,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_66_RtExu-C-EcoFAB-Brachy-Axenic_2__081.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-mz5hxz22,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_67_RtExu-C-EcoFAB-Brachy-Axenic_3__149.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-vpyyfy41,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_68_RtExu-C-EcoFAB-Brachy-Axenic_4__195.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-zaw2am78,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_69_RtExu-C-EcoFAB-Brachy-Axenic_5__274.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-t71b4p84,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_6_RtExu-A-EcoFAB-Brachy-Axenic_6__318.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-8egt1c03,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_70_RtExu-C-EcoFAB-Brachy-Axenic_6__297.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-2khbs287,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_71_RtExu-C-EcoFAB-Brachy-Axenic_7__365.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-sxesr627,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_72_RtExu-C-EcoFAB-Brachy-SynCom16_1__029.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-1g814q21,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_73_RtExu-C-EcoFAB-Brachy-SynCom16_2__064.raw,ProcessedSample1_metab,metab
nmdc:bsm-11-0rygg262,20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_74_RtExu-C-EcoFAB-Brachy-SynCom16_3__122.raw,ProcessedSample1_metab,metab
