file_name,file_path,file_size_bytes,file_extension,instrument_model,instrument_name,instrument_serial_number,scan_types,scan_levels,collision_energies,polarity,mz_min,mz_max,rt_min,rt_max,write_time,total_scans,creation_time
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_73_B-C-7_1_Rg80to1200-CE102040-root-C24-S1_Run72.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_73_B-C-7_1_Rg80to1200-CE102040-root-C24-S1_Run72.raw,79395373,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['positive'],100.0,998.0,0.0010404127833333334,11.507025806916666,2022-02-04 07:51:39.734328,6073,2025-10-31T15:41:44.080000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_7_B-C-0_2_Rg70to1050-CE102040-root-I5-S1_Run141.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_7_B-C-0_2_Rg70to1050-CE102040-root-I5-S1_Run141.raw,89709035,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['negative'],101.0,995.0,0.0076667454,21.004729,2022-02-20 17:09:12.278448,7298,2025-10-31T16:08:53.160000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_40_A-D-3_5_Rg80to1200-CE102040-root-F11-S1_Run246.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_40_A-D-3_5_Rg80to1200-CE102040-root-F11-S1_Run246.raw,82908878,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['positive'],100.0,997.0,0.0010519442666666666,11.503840882933334,2022-02-07 11:09:46.488184,6003,2025-10-31T15:40:18.850000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_47_B-D-4_2_Rg70to1050-CE102040-root-G13-S1_Run135.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_47_B-D-4_2_Rg70to1050-CE102040-root-G13-S1_Run135.raw,91477815,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['negative'],50.0,995.0,0.0076743311,21.001522,2022-02-20 14:55:50.203328,7297,2025-10-31T16:49:55.120000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_50_A-C-4_3_Rg70to1050-CE102040-root-J12-S1_Run174.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_50_A-C-4_3_Rg70to1050-CE102040-root-J12-S1_Run174.raw,90545345,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['positive'],50.0,965.0,0.0033688293,21.003898,2022-02-21 05:22:10.377808,7430,2025-10-31T16:12:45.590000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_4_A-C-0_1_Rg70to1050-CE102040-root-D2-S1_Run25.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_4_A-C-0_1_Rg70to1050-CE102040-root-D2-S1_Run25.raw,91054878,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['negative'],50.0,955.0,0.0077325649,21.000516,2022-02-18 22:08:27.921912,7326,2025-10-31T16:20:48.950000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_1_A-D-0_1_Rg80to1200-CE102040-root-I2-S1_Run29.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_1_A-D-0_1_Rg80to1200-CE102040-root-I2-S1_Run29.raw,76694996,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['negative'],100.0,982.0,0.009477421333333331,11.50437328185,2022-02-03 22:51:03.775200,5413,2025-10-31T15:43:39.340000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_53_A-D-4_1_Rg80to1200-CE102040-root-E14-S1_Run43.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_53_A-D-4_1_Rg80to1200-CE102040-root-E14-S1_Run43.raw,79749128,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['positive'],100.0,993.0,0.0010560149666666667,11.500212655483333,2022-02-04 01:46:54.508336,6036,2025-10-31T15:37:33.060000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_40_A-D-3_5_Rg70to1050-CE102040-root-F11-S1_Run242.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_40_A-D-3_5_Rg70to1050-CE102040-root-F11-S1_Run242.raw,91963191,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['negative'],50.0,995.0,0.0077068991,21.000305,2022-02-22 06:32:26.621968,7320,2025-10-31T15:52:20.140000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_33_A-D-3_2_Rg80to1200-CE102040-root-G11-S1_Run160.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_33_A-D-3_2_Rg80to1200-CE102040-root-G11-S1_Run160.raw,80916564,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['positive'],100.0,998.0,0.0010646048,11.501631236,2022-02-05 02:14:10.350768,6027,2025-10-31T15:54:40.870000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_16_B-C-2_2_Rg80to1200-CE102040-root-F2-S1_Run132.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_16_B-C-2_2_Rg80to1200-CE102040-root-F2-S1_Run132.raw,76174382,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['negative'],100.0,982.0,0.009476686666666668,11.499098103466668,2022-02-04 20:23:39.619336,5394,2025-10-31T16:09:23.440000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_39_B-D-3_3_Rg70to1050-CE102040-root-D15-S1_Run183.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_39_B-D-3_3_Rg70to1050-CE102040-root-D15-S1_Run183.raw,93252221,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['positive'],50.0,970.0,0.0046250807,21.003067,2022-02-21 08:42:00.425960,7460,2025-10-31T16:27:13.990000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_69_B-D-5_3_Rg80to1200-CE102040-root-A25-S1_Run205.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_69_B-D-5_3_Rg80to1200-CE102040-root-A25-S1_Run205.raw,76258972,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['negative'],102.0,982.0,0.009479394933333333,11.499318833866665,2022-02-05 11:36:31.606664,5391,2025-10-31T15:37:52.470000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_33_A-D-3_2_Rg80to1200-CE102040-root-G11-S1_Run161.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_33_A-D-3_2_Rg80to1200-CE102040-root-G11-S1_Run161.raw,75866196,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['negative'],102.0,989.0,0.009422990916666667,11.501335999183334,2022-02-05 02:26:36.352880,5425,2025-10-31T16:17:11.810000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_44_B-C-4_1_Rg80to1200-CE102040-root-F12-S1_Run66.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_44_B-C-4_1_Rg80to1200-CE102040-root-F12-S1_Run66.raw,80776560,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['positive'],100.0,998.0,0.0010411738666666667,11.50014937095,2022-02-04 06:35:44.571104,6012,2025-10-31T16:19:38.090000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_47_B-D-4_2_Rg70to1050-CE102040-root-G13-S1_Run134.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_47_B-D-4_2_Rg70to1050-CE102040-root-G13-S1_Run134.raw,92820101,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['positive'],50.0,995.0,0.0038905647,21.000744,2022-02-20 14:33:40.210256,7454,2025-10-31T15:49:11.360000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_46_A-D-4_2_Rg70to1050-CE102040-root-G13-S1_Run153.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_46_A-D-4_2_Rg70to1050-CE102040-root-G13-S1_Run153.raw,90911821,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['positive'],50.0,970.0,0.0034285492,21.000191,2022-02-20 21:36:02.334312,7456,2025-10-31T16:37:17.800000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_24_B-D-2_3_Rg70to1050-CE102040-root-I4-S1_Run212.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_24_B-D-2_3_Rg70to1050-CE102040-root-I4-S1_Run212.raw,90860387,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['negative'],50.0,995.0,0.0077502674,21.002306,2022-02-21 19:25:48.624816,7309,2025-10-31T16:24:34.440000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_55_A-D-4_2_Rg80to1200-CE102040-root-A15-S1_Run153.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_55_A-D-4_2_Rg80to1200-CE102040-root-A15-S1_Run153.raw,76462456,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['negative'],100.0,982.0,0.009421831483333334,11.502179962683334,2022-02-05 00:46:43.017072,5437,2025-10-31T15:56:55.920000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_71_A-D-7_1_Rg80to1200-CE102040-root-E25-S1_Run85.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_71_A-D-7_1_Rg80to1200-CE102040-root-E25-S1_Run85.raw,76536020,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['negative'],102.0,982.0,0.009432122933333334,11.505930092533333,2022-02-04 10:35:48.495272,5393,2025-10-31T15:49:21.160000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_74_A-D-7_2_Rg70to1050-CE102040-root-C22-S1_Run160.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_74_A-D-7_2_Rg70to1050-CE102040-root-C22-S1_Run160.raw,90066518,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['negative'],50.0,995.0,0.0077164319,21.003212,2022-02-21 00:11:22.377488,7310,2025-10-31T16:37:28.440000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_10_A-C-0_4_Rg80to1200-CE102040-root-J4-S1_Run222.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_10_A-C-0_4_Rg80to1200-CE102040-root-J4-S1_Run222.raw,80472089,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['positive'],100.0,998.0,0.0010645709333333335,11.501560286683334,2022-02-05 15:09:09.138200,6022,2025-10-31T15:48:00.340000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_67_B-C-5_1_Rg70to1050-CE102040-root-I22-S1_Run45.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_67_B-C-5_1_Rg70to1050-CE102040-root-I22-S1_Run45.raw,90486044,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['positive'],102.0,970.0,0.0046309656,21.003537,2022-02-19 05:33:45.921888,7454,2025-10-31T16:07:39.490000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_49_B-C-4_3_Rg80to1200-CE102040-root-C11-S1_Run197.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_49_B-C-4_3_Rg80to1200-CE102040-root-C11-S1_Run197.raw,76196451,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['negative'],100.0,982.0,0.009409788,11.507113542116667,2022-02-05 09:56:33.859304,5418,2025-10-31T16:42:51.570000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_25_B-C-2_4_Rg70to1050-CE102040-root-J2-S1_Run223.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_25_B-C-2_4_Rg70to1050-CE102040-root-J2-S1_Run223.raw,91569922,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['positive'],50.0,970.0,0.0046298649,21.003938,2022-02-21 23:30:20.632584,7427,2025-10-31T16:37:06.590000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_5_B-C-0_1_Rg70to1050-CE102040-root-D2-S1_Run55.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_5_B-C-0_1_Rg70to1050-CE102040-root-D2-S1_Run55.raw,90321747,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['negative'],50.0,955.0,0.0076434996,21.000441,2022-02-19 09:16:11.925288,7315,2025-10-31T16:12:24.380000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_17_A-C-2_3_Rg70to1050-CE102040-root-G2-S1_Run168.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_17_A-C-2_3_Rg70to1050-CE102040-root-G2-S1_Run168.raw,91361028,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['positive'],50.0,95.0,0.0046234833,21.000064,2022-02-21 03:09:02.371648,7434,2025-10-31T16:46:43.060000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_38_A-D-3_4_Rg80to1200-CE102040-root-D15-S1_Run219.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_38_A-D-3_4_Rg80to1200-CE102040-root-D15-S1_Run219.raw,80309126,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['positive'],100.0,998.0,0.0010441578666666666,11.507517432816666,2022-02-05 14:31:41.822128,6037,2025-10-31T16:38:06.130000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_71_A-D-7_1_Rg80to1200-CE102040-root-E25-S1_Run84.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_71_A-D-7_1_Rg80to1200-CE102040-root-E25-S1_Run84.raw,79412830,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['positive'],100.0,997.0,0.0010406930666666666,11.500081063483332,2022-02-04 10:23:19.754064,6069,2025-10-31T16:08:22.910000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_56_B-D-4_7_Rg70to1050-CE102040-root-A15-S1_Run260.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_56_B-D-4_7_Rg70to1050-CE102040-root-A15-S1_Run260.raw,93428969,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['positive'],50.0,995.0,0.004623217,21.003115,2022-02-22 14:59:42.746312,7469,2025-10-31T16:34:44.570000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_23_A-D-2_3_Rg80to1200-CE102040-root-I4-S1_Run191.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_23_A-D-2_3_Rg80to1200-CE102040-root-I4-S1_Run191.raw,76285284,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['negative'],100.0,994.0,0.009453322116666666,11.501486915183333,2022-02-05 08:41:50.860888,5416,2025-10-31T16:21:10.860000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_31_A-D-3_1_Rg70to1050-CE102040-root-I13-S1_Run57.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_31_A-D-3_1_Rg70to1050-CE102040-root-I13-S1_Run57.raw,91078273,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['positive'],102.0,995.0,0.0046241826,21.002909,2022-02-19 10:00:49.921448,7475,2025-10-31T16:26:50.950000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_60_B-C-4_9_Rg70to1050-CE102040-root-E11-S1_Run267.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_60_B-C-4_9_Rg70to1050-CE102040-root-E11-S1_Run267.raw,89728162,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['negative'],50.0,955.0,0.0077437666,21.002395,2022-02-22 17:34:56.755448,7315,2025-10-31T16:10:59.240000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_77_A-C-7_2_Rg70to1050-CE102040-root-J25-S1_Run101.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_77_A-C-7_2_Rg70to1050-CE102040-root-J25-S1_Run101.raw,89456866,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['negative'],50.0,975.0,0.0076132642,21.004799,2022-02-20 02:20:26.050912,7307,2025-10-31T16:25:42.910000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_21_A-D-2_2_Rg70to1050-CE102040-root-H4-S1_Run94.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_POS_MSMS_21_A-D-2_2_Rg70to1050-CE102040-root-H4-S1_Run94.raw,92320691,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['positive'],102.0,970.0,0.0046282477,21.00392,2022-02-19 23:44:57.998776,7490,2025-10-31T16:16:17.410000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_50_A-C-4_3_Rg70to1050-CE102040-root-J12-S1_Run175.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_50_A-C-4_3_Rg70to1050-CE102040-root-J12-S1_Run175.raw,89309895,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['negative'],50.0,955.0,0.0076324489,21.003786,2022-02-21 05:44:18.368568,7304,2025-10-31T16:38:17.450000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_32_B-D-3_1_Rg80to1200-CE102040-root-I13-S1_Run31.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_POS_MSMS_32_B-D-3_1_Rg80to1200-CE102040-root-I13-S1_Run31.raw,80078366,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['positive'],100.0,998.0,0.0010593911999999999,11.502966824,2022-02-03 23:16:12.669352,6021,2025-10-31T16:04:03.930000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_79_A-D-7_3_Rg70to1050-CE102040-root-C22-S1_Run209.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_79_A-D-7_3_Rg70to1050-CE102040-root-C22-S1_Run209.raw,89412859,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['negative'],50.0,995.0,0.0076550987,21.003609,2022-02-21 18:19:16.582816,7307,2025-10-31T16:32:22.850000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_2_A-D-0_2_Rg80to1200-CE102040-root-G3-S1_Run123.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_2_A-D-0_2_Rg80to1200-CE102040-root-G3-S1_Run123.raw,76676877,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['negative'],102.0,982.0,0.009424678916666667,11.50392396825,2022-02-04 18:31:13.234376,5440,2025-10-31T16:37:38.660000
20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_77_A-C-7_2_Rg80to1200-CE102040-root-J25-S1_Run103.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220203_JGI-AK-TH_ES_504603_EcoPod_final_IDX_C18_USDAY59443_NEG_MSMS_77_A-C-7_2_Rg80to1200-CE102040-root-J25-S1_Run103.raw,76357156,.raw,Orbitrap ID-X,Unknown,FSN30184,['centroid'],"[1, 2]",['20'],['negative'],102.0,982.0,0.009450108033333333,11.4998102808,2022-02-04 14:21:33.076280,5355,2025-10-31T15:59:57.300000
20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_61_A-D-5_1_Rg70to1050-CE102040-root-F22-S1_Run19.raw,/mnt/Volumes/LaCie/nmdc_data/_singer_11_46aje659/raw/20220218_JGI-AK-TH_ES_504603_EcoPod_final_QE-139_HILICZ_USHXG01825_NEG_MSMS_61_A-D-5_1_Rg70to1050-CE102040-root-F22-S1_Run19.raw,92545127,.raw,Q Exactive Orbitrap,Unknown,Exactive Series slot #1,['centroid'],"[1, 2]",['23'],['negative'],50.0,955.0,0.0078102138,21.004343,2022-02-18 19:54:43.925712,7337,2025-10-31T16:27:01.950000
