timestamp,file_name,file_path,error_type
2025-07-11T10:35:06.512252,1E11_2_27_bowen-74-s010-a04.raw,/Users/heal742/Library/CloudStorage/OneDrive-PNNL/Documents/_DMS_data/_NMDC/_massive/_emp500_lcms/RAW/to_process/1E11_2_27_bowen-74-s010-a04.raw,Processing failed
