sample_id,raw_data_file,processed_data_file,calibration_file,mass_spec_configuration_name,chromat_configuration_name,instrument_used,processing_institution_workflow,processing_institution_generation,instrument_analysis_end_date,instrument_instance_specifier,associated_studies
nmdc:procsm-11-vpqk9462,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_44_DELA_A_POST_NotGr_MST_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_44_DELA_A_POST_NotGr_MST_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr25.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-25T11:34:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-dwdhtb38,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_22_SOAP_A_PRE_NotGr_NA_NA.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_22_SOAP_A_PRE_NotGr_NA_NA.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_02_GCMS03_2023Apr25.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-26T12:19:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-mxb29y79,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_76_KONZ_A1_POST_NotGr_MSTplus5_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_76_KONZ_A1_POST_NotGr_MSTplus5_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_02_GCMS03_2023Apr24.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-26T01:05:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-a05xjz20,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_58_SOAP_A_POST_NotGr_MST_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_58_SOAP_A_POST_NotGr_MST_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_02_GCMS03_2023Apr24.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-26T01:50:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-wftv9527,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_3_BLAN_Ap1_PRE_NotGr_NA_NA.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_3_BLAN_Ap1_PRE_NotGr_NA_NA.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_02_GCMS03_2023Apr24.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-26T02:35:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-fc379173,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_50_MLBS_A_POST_NotGr_MST_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_50_MLBS_A_POST_NotGr_MST_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_02_GCMS03_2023Apr24.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-26T03:20:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-dp5qbf73,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_52_NGPR_A_POST_NotGr_MST_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_52_NGPR_A_POST_NotGr_MST_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_02_GCMS03_2023Apr24.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-26T04:06:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-353f2x98,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_6_CPER_A1_PRE_NotGr_NA_NA.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_6_CPER_A1_PRE_NotGr_NA_NA.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_02_GCMS03_2023Apr24.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-26T04:51:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-ckcjz404,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_12_JORN_Ak_PRE_NotGr_NA_NA.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_12_JORN_Ak_PRE_NotGr_NA_NA.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_02_GCMS03_2023Apr24.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-26T05:36:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-fh70ee38,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_78_MOAB_A_POST_NotGr_MSTplus5_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_78_MOAB_A_POST_NotGr_MSTplus5_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_02_GCMS03_2023Apr24.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-26T06:22:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-9m41hy64,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_24_TALL_A1_PRE_NotGr_NA_NA.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_24_TALL_A1_PRE_NotGr_NA_NA.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-27T05:21:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-zwgwxx27,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_69_CPER_A1_POST_NotGr_MSTplus5_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_69_CPER_A1_POST_NotGr_MSTplus5_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-27T06:06:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-jwej5166,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_2_BARR_Oaf_PRE_NotGr_NA_NA.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_2_BARR_Oaf_PRE_NotGr_NA_NA.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-27T06:51:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-6cvp2r70,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_79_NGPR_A_POST_NotGr_MSTplus5_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_79_NGPR_A_POST_NotGr_MSTplus5_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-27T07:37:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-z64j9c68,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_5_CLBJ_A1_PRE_NotGr_NA_NA.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_5_CLBJ_A1_PRE_NotGr_NA_NA.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-27T08:22:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-g9nsz348,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_59_STEI_A1_POST_NotGr_MST_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_59_STEI_A1_POST_NotGr_MST_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-27T09:07:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-ep7ate80,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_55_RMNP_A1_POST_NotGr_MST_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_55_RMNP_A1_POST_NotGr_MST_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-27T09:53:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-xt9cg981,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_48_JORN_Ak_POST_NotGr_MST_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_48_JORN_Ak_POST_NotGr_MST_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-27T10:38:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-4w01ab15,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_16_NGPR_A_PRE_NotGr_NA_NA.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_16_NGPR_A_PRE_NotGr_NA_NA.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-27T11:23:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-98b0qf95,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_87_TALL_A1_POST_NotGr_MSTplus5_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_87_TALL_A1_POST_NotGr_MSTplus5_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_02_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-28T12:09:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-v8a8kd19,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_82_RMNP_A1_POST_NotGr_MSTplus5_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_82_RMNP_A1_POST_NotGr_MSTplus5_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_02_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-28T12:54:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-rajbf043,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_56_SERC_A_POST_NotGr_MST_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_56_SERC_A_POST_NotGr_MST_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-28T01:39:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-1q60bx35,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_47_HEAL_Oae_POST_NotGr_MST_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_47_HEAL_Oae_POST_NotGr_MST_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-28T02:25:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-yb3akn33,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_1_ABBY_A_PRE_NotGr_NA_NA.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_1_ABBY_A_PRE_NotGr_NA_NA.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-28T03:10:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-3ykaxb45,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_41_CLBJ_A1_POST_NotGr_MST_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_41_CLBJ_A1_POST_NotGr_MST_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-28T03:55:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-0h9d9f76,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_63_WREF_A1_POST_NotGr_MST_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_63_WREF_A1_POST_NotGr_MST_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-28T04:40:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-h779c752,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_10_GRSM_A_PRE_NotGr_NA_NA.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_10_GRSM_A_PRE_NotGr_NA_NA.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-28T05:26:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-33gbd515,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_72_DSNY_A_POST_NotGr_MSTplus5_33.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_72_DSNY_A_POST_NotGr_MSTplus5_33.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-28T06:11:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-8nee0c63,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_11_HEAL_Oae_PRE_NotGr_NA_NA.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_11_HEAL_Oae_PRE_NotGr_NA_NA.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-28T06:56:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-0s00px68,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_23_STEI_A1_PRE_NotGr_NA_NA.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_23_STEI_A1_PRE_NotGr_NA_NA.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023Apr27.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-04-28T07:42:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-zsjc4v46,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_14_MLBS_A_PRE_NotGr_NA_NA.cdf,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/processed_20260526/EMSL_14_MLBS_A_PRE_NotGr_NA_NA.csv,/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023May01.cdf,EMSL metabolomics GC/MS mass spectrometry method,EMSL GC method for metabolites,Agilent 7980A GC-MS,NMDC,EMSL,2023-05-01T05:46:00Z,,['nmdc:sty-11-8bjf2432']
