project_id,dms_dataset_id,dms_dataset_name,project_title,project_type,upload_id,resource_id,resource_name,date_uploaded,is_released,doi,total_file_size,total_file_count,retrieval_link
60880,1230938,60880_3_T_3_WEOM_r2_Mag_16Feb24_300SA_p01_28_1_15407,Soil mineralogy control on SOC stability in soils,MONet,3045258,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045258/2315143,94625629,28,/pacifica/data/uploads/3045258
60880,1230940,60880_1_T_2_WEOM_r3_Mag_16Feb24_300SA_p01_16_1_15443,Soil mineralogy control on SOC stability in soils,MONet,3045260,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045260/2315159,94624284,28,/pacifica/data/uploads/3045260
60880,1230941,60880_3_T_1_WEOM_r1_Mag_16Feb24_300SA_p01_26_1_15381,Soil mineralogy control on SOC stability in soils,MONet,3045261,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045261/2315111,94625651,28,/pacifica/data/uploads/3045261
60880,1230942,60880_2_T_2_WEOM_r3_Mag_16Feb24_300SA_p01_21_1_15436,Soil mineralogy control on SOC stability in soils,MONet,3045262,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045262/2315120,94629604,28,/pacifica/data/uploads/3045262
60880,1230943,60880_2_T_2_WEOM_r1_Mag_16Feb24_300SA_p01_21_1_15366,Soil mineralogy control on SOC stability in soils,MONet,3045263,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045263/2315177,94623034,28,/pacifica/data/uploads/3045263
60880,1230944,60880_1_B_1_WEOM_r1_Mag_16Feb24_300SA_p01_18_1_15368,Soil mineralogy control on SOC stability in soils,MONet,3045264,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045264/2315100,94629814,28,/pacifica/data/uploads/3045264
60880,1230946,60880_3_B_1_WEOM_r3_Mag_16Feb24_300SA_p01_29_1_15430,Soil mineralogy control on SOC stability in soils,MONet,3045266,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045266/2315162,94621243,28,/pacifica/data/uploads/3045266
60880,1230947,60880_1_T_2_WEOM_r2_Mag_16Feb24_300SA_p01_16_1_15419,Soil mineralogy control on SOC stability in soils,MONet,3045267,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045267/2315164,94623933,28,/pacifica/data/uploads/3045267
60880,1230948,60880_3_B_3_WEOM_r2_Mag_16Feb24_300SA_p01_31_1_15408,Soil mineralogy control on SOC stability in soils,MONet,3045268,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045268/2315185,94629307,28,/pacifica/data/uploads/3045268
60880,1230950,60880_2_B_3_WEOM_r1_Mag_16Feb24_300SA_p01_25_1_15386,Soil mineralogy control on SOC stability in soils,MONet,3045270,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045270/2315183,94626503,28,/pacifica/data/uploads/3045270
60880,1230951,60880_2_T_3_WEOM_r2_Mag_16Feb24_300SA_p01_22_1_15401,Soil mineralogy control on SOC stability in soils,MONet,3045271,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045271/2315131,94623244,28,/pacifica/data/uploads/3045271
60880,1230952,60880_4_B_3_WEOM_r3_Mag_16Feb24_300SA_p01_37_1_15437,Soil mineralogy control on SOC stability in soils,MONet,3045272,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045272/2315150,94625887,28,/pacifica/data/uploads/3045272
60880,1230959,60880_3_T_1_WEOM_r2_Mag_16Feb24_300SA_p01_26_1_15417,Soil mineralogy control on SOC stability in soils,MONet,3045282,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045282/2315165,94622409,28,/pacifica/data/uploads/3045282
60880,1230962,60880_2_T_3_WEOM_r1_Mag_16Feb24_300SA_p01_22_1_15375,Soil mineralogy control on SOC stability in soils,MONet,3045285,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045285/2315189,94623001,28,/pacifica/data/uploads/3045285
60880,1230964,60880_2_T_2_WEOM_r2_Mag_16Feb24_300SA_p01_21_1_15394,Soil mineralogy control on SOC stability in soils,MONet,3045287,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045287/2315146,94629141,28,/pacifica/data/uploads/3045287
60880,1230965,60880_3_T_1_WEOM_r3_Mag_16Feb24_300SA_p01_26_1_15441,Soil mineralogy control on SOC stability in soils,MONet,3045288,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045288/2315122,94622733,28,/pacifica/data/uploads/3045288
60880,1230966,60880_4_B_1_WEOM_r3_Mag_16Feb24_300SA_p01_35_1_15447,Soil mineralogy control on SOC stability in soils,MONet,3045289,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045289/2315126,94627881,28,/pacifica/data/uploads/3045289
60880,1230968,60880_3_T_3_WEOM_r3_Mag_16Feb24_300SA_p01_28_1_15426,Soil mineralogy control on SOC stability in soils,MONet,3045291,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045291/2315137,94618817,28,/pacifica/data/uploads/3045291
60880,1230969,60880_3_T_2_WEOM_r2_Mag_16Feb24_300SA_p01_27_1_15402,Soil mineralogy control on SOC stability in soils,MONet,3045293,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045293/2315109,94622081,28,/pacifica/data/uploads/3045293
60880,1230970,60880_4_T_2_WEOM_r2_Mag_16Feb24_300SA_p01_33_1_15410,Soil mineralogy control on SOC stability in soils,MONet,3045294,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045294/2315167,94627372,28,/pacifica/data/uploads/3045294
60880,1230971,60880_4_B_2_WEOM_r2_Mag_16Feb24_300SA_p01_36_1_15393,Soil mineralogy control on SOC stability in soils,MONet,3045295,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045295/2315161,94629213,28,/pacifica/data/uploads/3045295
60880,1230973,60880_2_B_3_WEOM_r3_Mag_16Feb24_300SA_p01_25_1_15434,Soil mineralogy control on SOC stability in soils,MONet,3045297,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045297/2315138,94628943,28,/pacifica/data/uploads/3045297
60880,1230976,60880_3_T_3_WEOM_r1_Mag_16Feb24_300SA_p01_28_1_15365,Soil mineralogy control on SOC stability in soils,MONet,3045300,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045300/2315141,94626449,28,/pacifica/data/uploads/3045300
60880,1230978,60880_1_T_2_WEOM_r1_Mag_16Feb24_300SA_p01_16_1_15363,Soil mineralogy control on SOC stability in soils,MONet,3045302,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045302/2315117,94619374,28,/pacifica/data/uploads/3045302
60880,1230980,60880_4_T_3_WEOM_r2_Mag_16Feb24_300SA_p01_34_1_15415,Soil mineralogy control on SOC stability in soils,MONet,3045304,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045304/2315148,94626612,28,/pacifica/data/uploads/3045304
60880,1230981,60880_4_T_2_WEOM_r3_Mag_16Feb24_300SA_p01_33_1_15445,Soil mineralogy control on SOC stability in soils,MONet,3045306,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045306/2315193,94626570,28,/pacifica/data/uploads/3045306
60880,1230982,60880_2_B_2_WEOM_r2_Mag_16Feb24_300SA_p01_24_1_15422,Soil mineralogy control on SOC stability in soils,MONet,3045307,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045307/2315129,94619573,28,/pacifica/data/uploads/3045307
60880,1230984,60880_4_B_3_WEOM_r2_Mag_16Feb24_300SA_p01_37_1_15421,Soil mineralogy control on SOC stability in soils,MONet,3045309,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045309/2315168,94624260,28,/pacifica/data/uploads/3045309
60880,1230986,QC_SRFAII_23_01_10ppm_r3_Mag_16Feb24_300SA_p01_54_1_15361,Soil mineralogy control on SOC stability in soils,MONet,3045311,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045311/2315115,94633053,28,/pacifica/data/uploads/3045311
60880,1230988,60880_3_B_1_WEOM_r1_Mag_16Feb24_300SA_p01_29_1_15388,Soil mineralogy control on SOC stability in soils,MONet,3045313,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045313/2315128,94626445,28,/pacifica/data/uploads/3045313
60880,1230989,60880_1_T_3_WEOM_r1_Mag_16Feb24_300SA_p01_17_1_15374,Soil mineralogy control on SOC stability in soils,MONet,3045314,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045314/2315158,94617146,28,/pacifica/data/uploads/3045314
60880,1230991,60880_4_T_2_WEOM_r1_Mag_16Feb24_300SA_p01_33_1_15382,Soil mineralogy control on SOC stability in soils,MONet,3045316,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045316/2315192,94625618,28,/pacifica/data/uploads/3045316
60880,1230992,60880_1_B_2_WEOM_r2_Mag_16Feb24_300SA_p01_19_1_15398,Soil mineralogy control on SOC stability in soils,MONet,3045317,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045317/2315118,94625052,28,/pacifica/data/uploads/3045317
60880,1230993,60880_4_T_3_WEOM_r1_Mag_16Feb24_300SA_p01_34_1_15378,Soil mineralogy control on SOC stability in soils,MONet,3045319,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045319/2315139,94634184,28,/pacifica/data/uploads/3045319
60880,1230996,60880_3_B_2_WEOM_r1_Mag_16Feb24_300SA_p01_30_1_15372,Soil mineralogy control on SOC stability in soils,MONet,3045322,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045322/2315155,94625565,28,/pacifica/data/uploads/3045322
60880,1230998,60880_2_B_2_WEOM_r1_Mag_16Feb24_300SA_p01_24_1_15376,Soil mineralogy control on SOC stability in soils,MONet,3045324,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045324/2315142,94622896,28,/pacifica/data/uploads/3045324
60880,1230999,60880_4_T_1_WEOM_r2_Mag_16Feb24_300SA_p01_32_1_15420,Soil mineralogy control on SOC stability in soils,MONet,3045328,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045328/2315194,94620987,28,/pacifica/data/uploads/3045328
60880,1231000,60880_2_T_1_WEOM_r1_Mag_16Feb24_300SA_p01_20_1_15369,Soil mineralogy control on SOC stability in soils,MONet,3045329,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045329/2315176,94625054,28,/pacifica/data/uploads/3045329
60880,1231003,60880_3_B_3_WEOM_r1_Mag_16Feb24_300SA_p01_31_1_15373,Soil mineralogy control on SOC stability in soils,MONet,3045333,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045333/2315101,94629202,28,/pacifica/data/uploads/3045333
60880,1231005,60880_1_T_3_WEOM_r2_Mag_16Feb24_300SA_p01_17_1_15412,Soil mineralogy control on SOC stability in soils,MONet,3045335,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045335/2315147,94617754,28,/pacifica/data/uploads/3045335
60880,1231006,60880_3_T_2_WEOM_r3_Mag_16Feb24_300SA_p01_27_1_15424,Soil mineralogy control on SOC stability in soils,MONet,3045338,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045338/2315191,94621797,28,/pacifica/data/uploads/3045338
60880,1231008,60880_2_B_2_WEOM_r3_Mag_16Feb24_300SA_p01_24_1_15450,Soil mineralogy control on SOC stability in soils,MONet,3045340,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045340/2315174,94620868,28,/pacifica/data/uploads/3045340
60880,1231010,60880_1_B_2_WEOM_r3_Mag_16Feb24_300SA_p01_19_1_15438,Soil mineralogy control on SOC stability in soils,MONet,3045342,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045342/2315130,94627090,28,/pacifica/data/uploads/3045342
60880,1231011,60880_3_B_1_WEOM_r2_Mag_16Feb24_300SA_p01_29_1_15411,Soil mineralogy control on SOC stability in soils,MONet,3045343,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045343/2315102,94633680,28,/pacifica/data/uploads/3045343
60880,1231015,60880_2_T_3_WEOM_r3_Mag_16Feb24_300SA_p01_22_1_15429,Soil mineralogy control on SOC stability in soils,MONet,3045348,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045348/2315104,94623800,28,/pacifica/data/uploads/3045348
60880,1231016,60880_2_T_1_WEOM_r2_Mag_16Feb24_300SA_p01_20_1_15396,Soil mineralogy control on SOC stability in soils,MONet,3045349,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045349/2315160,94621423,28,/pacifica/data/uploads/3045349
60880,1231017,60880_4_B_3_WEOM_r1_Mag_16Feb24_300SA_p01_37_1_15370,Soil mineralogy control on SOC stability in soils,MONet,3045350,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045350/2315152,94627549,28,/pacifica/data/uploads/3045350
60880,1231018,60880_2_T_1_WEOM_r3_Mag_16Feb24_300SA_p01_20_1_15433,Soil mineralogy control on SOC stability in soils,MONet,3045351,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045351/2315175,94622996,28,/pacifica/data/uploads/3045351
60880,1231021,60880_4_B_1_WEOM_r2_Mag_16Feb24_300SA_p01_35_1_15413,Soil mineralogy control on SOC stability in soils,MONet,3045357,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045357/2315110,94626660,28,/pacifica/data/uploads/3045357
60880,1231022,60880_2_B_3_WEOM_r2_Mag_16Feb24_300SA_p01_25_1_15400,Soil mineralogy control on SOC stability in soils,MONet,3045359,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045359/2315140,94626177,28,/pacifica/data/uploads/3045359
60880,1231063,QC_SRFAII_23_01_10ppm_r2_Mag_16Feb24_300SA_p01_54_1_15405,Soil mineralogy control on SOC stability in soils,MONet,3045414,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-02-27,True,10.25582/data.2024-02.3045414/2315184,94626504,28,/pacifica/data/uploads/3045414
60880,1329362,60880_4_BTM_3_MAOM_r1_Mag_27Dec24_3p3kV_300SA_p01_12_1_21328,Soil mineralogy control on SOC stability in soils,MONet,3340191,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-30,True,10.25582/data.2024-12.3340191/2485322,94849745,30,/pacifica/data/uploads/3340191
60880,1329440,60880_3_TOP_3_MAOM_r1_Mag_27Dec24_3p3kV_300SA_p01_3_1_21331,Soil mineralogy control on SOC stability in soils,MONet,3340392,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-30,True,10.25582/data.2024-12.3340392/2485323,94865190,30,/pacifica/data/uploads/3340392
60880,1329453,60880_3_TOP_1_MAOM_r1_Mag_27Dec24_3p3kV_300SA_p01_1_1_21335,Soil mineralogy control on SOC stability in soils,MONet,3340444,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-30,True,10.25582/data.2024-12.3340444/2485324,94864553,30,/pacifica/data/uploads/3340444
60880,1329457,60880_3_BTM_2_MAOM_r1_Mag_27Dec24_3p3kV_300SA_p01_5_1_21337,Soil mineralogy control on SOC stability in soils,MONet,3340460,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-30,True,10.25582/data.2024-12.3340460/2485325,94893167,30,/pacifica/data/uploads/3340460
60880,1329458,60880_4_TOP_1_MAOM_r1_Mag_27Dec24_3p3kV_300SA_p01_7_1_21338,Soil mineralogy control on SOC stability in soils,MONet,3340469,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-30,True,10.25582/data.2024-12.3340469/2485326,94851423,30,/pacifica/data/uploads/3340469
60880,1329463,60880_4_TOP_3_MAOM_r1_Mag_27Dec24_3p3kV_300SA_p01_9_1_21340,Soil mineralogy control on SOC stability in soils,MONet,3340495,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-30,True,10.25582/data.2024-12.3340495/2485327,94887386,30,/pacifica/data/uploads/3340495
60880,1329486,60880_3_BTM_3_MAOM_r1_Mag_27Dec24_3p3kV_300SA_p01_6_1_21347,Soil mineralogy control on SOC stability in soils,MONet,3340563,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-31,True,10.25582/data.2024-12.3340563/2485328,94885406,30,/pacifica/data/uploads/3340563
60880,1329494,60880_3_BTM_1_MAOM_r1_Mag_27Dec24_3p3kV_300SA_p01_4_1_21349,Soil mineralogy control on SOC stability in soils,MONet,3340583,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-31,True,10.25582/data.2024-12.3340583/2485329,94897608,30,/pacifica/data/uploads/3340583
60880,1329503,60880_3_TOP_2_MAOM_r1_Mag_27Dec24_3p3kV_300SA_p01_2_1_21352,Soil mineralogy control on SOC stability in soils,MONet,3340611,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-31,True,10.25582/data.2024-12.3340611/2485330,94858925,30,/pacifica/data/uploads/3340611
60880,1329506,60880_4_TOP_2_MAOM_r1_Mag_27Dec24_3p3kV_300SA_p01_8_1_21353,Soil mineralogy control on SOC stability in soils,MONet,3340620,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-31,True,10.25582/data.2024-12.3340620/2485331,94858943,30,/pacifica/data/uploads/3340620
60880,1329513,60880_4_BTM_1_MAOM_r1_Mag_27Dec24_3p3kV_300SA_p01_10_1_21355,Soil mineralogy control on SOC stability in soils,MONet,3340647,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-31,True,10.25582/data.2024-12.3340647/2485332,94865637,30,/pacifica/data/uploads/3340647
60880,1329520,60880_4_BTM_2_MAOM_r1_Mag_27Dec24_3p3kV_300SA_p01_11_1_21357,Soil mineralogy control on SOC stability in soils,MONet,3340668,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-31,True,10.25582/data.2024-12.3340668/2485333,94857130,30,/pacifica/data/uploads/3340668
60880,1329523,60880_3_TOP_1_MAOM_r2_Mag_27Dec24_3p3kV_300SA_p01_1_1_21358,Soil mineralogy control on SOC stability in soils,MONet,3340679,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-31,True,10.25582/data.2024-12.3340679/2485334,94859507,30,/pacifica/data/uploads/3340679
60880,1329535,60880_4_BTM_1_MAOM_r2_Mag_27Dec24_3p3kV_300SA_p01_10_1_21363,Soil mineralogy control on SOC stability in soils,MONet,3340730,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-31,True,10.25582/data.2024-12.3340730/2485335,94881612,30,/pacifica/data/uploads/3340730
60880,1329540,60880_4_TOP_3_MAOM_r2_Mag_27Dec24_3p3kV_300SA_p01_9_1_21368,Soil mineralogy control on SOC stability in soils,MONet,3340758,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-31,True,10.25582/data.2024-12.3340758/2485336,94866149,30,/pacifica/data/uploads/3340758
60880,1329553,60880_4_BTM_3_MAOM_r2_Mag_27Dec24_3p3kV_300SA_p01_12_1_21373,Soil mineralogy control on SOC stability in soils,MONet,3340826,34332,Mass Spectrometer: 7T FTICR SciMax01 (2021),2024-12-31,True,10.25582/data.2024-12.3340826/2485337,94857912,30,/pacifica/data/uploads/3340826
