file_name,file_path,file_size_bytes,file_extension,instrument_model,instrument_name,instrument_serial_number,scan_types,scan_levels,collision_energies,ms2_types,polarity,mz_min,mz_max,rt_min,rt_max,write_time,total_scans,creation_time,error
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-092_statanox-13C-anox-36-000_3_Rg70to1050-CE102040-74-S1_Run297.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-092_statanox-13C-anox-36-000_3_Rg70to1050-CE102040-74-S1_Run297.mzML,64473991,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1920.0,0.008590883575379848,21.00406265258789,2019-01-08 06:58:46,6760,2025-11-03T21:48:47.390000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-095_unk_1_Rg70to1050-CE102040-123-S1_Run352.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-095_unk_1_Rg70to1050-CE102040-123-S1_Run352.mzML,66742243,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1190.0,0.008630548603832722,21.003582000732422,2019-01-09 03:11:59,6873,2025-11-03T21:34:53.260000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-108_statanox-12C-anox-44-000_4_Rg70to1050-CE102040-81-S1_Run367.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-108_statanox-12C-anox-44-000_4_Rg70to1050-CE102040-81-S1_Run367.mzML,63468806,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1520.0,0.008599561639130116,21.002670288085938,2019-01-09 08:42:53,6738,2025-11-03T21:41:38.190000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-109_statanox-12C-anox-44-000_1_Rg70to1050-CE102040-82-S1_Run94.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-109_statanox-12C-anox-44-000_1_Rg70to1050-CE102040-82-S1_Run94.mzML,63220003,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1050.0,0.008598314598202705,21.006460189819336,2019-01-05 04:22:10,6726,2025-11-03T21:46:49.230000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-110_statanox-12C-anox-44-000_2_Rg70to1050-CE102040-83-S1_Run186.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-110_statanox-12C-anox-44-000_2_Rg70to1050-CE102040-83-S1_Run186.mzML,64433947,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1745.0,0.008599848486483097,21.00296974182129,2019-01-06 14:10:45,6765,2025-11-03T21:44:18.150000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-111_statanox-12C-anox-44-000_5_Rg70to1050-CE102040-84-S1_Run393.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-111_statanox-12C-anox-44-000_5_Rg70to1050-CE102040-84-S1_Run393.mzML,64090645,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,2050.0,0.008625864051282406,21.002592086791992,2019-01-09 19:39:23,6735,2025-11-03T21:27:29.830000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-112_statanox-12C-anox-44-000_3_Rg70to1050-CE102040-85-S1_Run268.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-112_statanox-12C-anox-44-000_3_Rg70to1050-CE102040-85-S1_Run268.mzML,64858882,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1190.0,0.008632312528789043,21.00814437866211,2019-01-07 20:19:14,6833,2025-11-03T21:21:09.640000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-116_flux4day-13C-oxic-44-000_1_Rg70to1050-CE102040-89-S1_Run102.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-116_flux4day-13C-oxic-44-000_1_Rg70to1050-CE102040-89-S1_Run102.mzML,63456546,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1190.0,0.008597849868237972,21.007280349731445,2019-01-05 07:18:37,6749,2025-11-03T21:13:54.930000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-117_flux4day-13C-oxic-44-000_2_Rg70to1050-CE102040-90-S1_Run163.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-117_flux4day-13C-oxic-44-000_2_Rg70to1050-CE102040-90-S1_Run163.mzML,64646741,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1920.0,0.008602081798017025,21.004343032836914,2019-01-06 05:43:39,6798,2025-11-03T21:28:12.740000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-134_unk_1_Rg70to1050-CE102040-124-S1_Run355.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-134_unk_1_Rg70to1050-CE102040-124-S1_Run355.mzML,56488934,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1920.0,0.008607346564531326,21.008113861083984,2019-01-09 04:18:14,6515,2025-11-03T21:39:07.100000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-163_flux4day-13C-oxic-36-000_1_Rg70to1050-CE102040-101-S1_Run117.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-163_flux4day-13C-oxic-36-000_1_Rg70to1050-CE102040-101-S1_Run117.mzML,63327038,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1050.0,0.008619863539934158,21.00188636779785,2019-01-05 12:49:11,6717,2025-11-03T21:39:23.120000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-164_flux4day-13C-oxic-36-000_2_Rg70to1050-CE102040-102-S1_Run178.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-164_flux4day-13C-oxic-36-000_2_Rg70to1050-CE102040-102-S1_Run178.mzML,64596116,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1050.0,0.008637363091111183,21.004390716552734,2019-01-06 11:14:18,6772,2025-11-03T21:21:41.470000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-165_flux4day-13C-oxic-36-000_3_Rg70to1050-CE102040-103-S1_Run262.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-165_flux4day-13C-oxic-36-000_3_Rg70to1050-CE102040-103-S1_Run262.mzML,63565422,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1050.0,0.008604330942034721,21.004539489746094,2019-01-07 18:06:55,6735,2025-11-03T21:47:39.400000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-166_flux4day-13C-oxic-44-000_3_Rg70to1050-CE102040-104-S1_Run317.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-166_flux4day-13C-oxic-44-000_3_Rg70to1050-CE102040-104-S1_Run317.mzML,67778472,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1190.0,0.008581982925534248,21.00796890258789,2019-01-08 14:19:44,6902,2025-11-03T21:43:43.300000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-167_flux4day-13C-oxic-44-000_4_Rg70to1050-CE102040-105-S1_Run381.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-167_flux4day-13C-oxic-44-000_4_Rg70to1050-CE102040-105-S1_Run381.mzML,64124275,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1985.0,0.00862874835729599,21.008033752441406,2019-01-09 15:14:48,6719,2025-11-03T21:25:36.970000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-168_flux4day-13C-oxic-44-000_5_Rg70to1050-CE102040-106-S1_Run387.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-168_flux4day-13C-oxic-44-000_5_Rg70to1050-CE102040-106-S1_Run387.mzML,63610110,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,2050.0,0.008609229698777199,21.00528335571289,2019-01-09 17:27:10,6714,2025-11-03T21:44:35.610000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-169_flux4day-12C-oxic-44-000_1_Rg70to1050-CE102040-107-S1_Run120.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-169_flux4day-12C-oxic-44-000_1_Rg70to1050-CE102040-107-S1_Run120.mzML,62981793,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1050.0,0.008591579273343086,21.002262115478516,2019-01-05 13:55:23,6777,2025-11-03T21:51:41.170000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-170_flux4day-12C-oxic-44-000_4_Rg70to1050-CE102040-108-S1_Run375.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-170_flux4day-12C-oxic-44-000_4_Rg70to1050-CE102040-108-S1_Run375.mzML,63830178,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,2050.0,0.008658499456942081,21.007854461669922,2019-01-09 13:02:32,6801,2025-11-03T21:47:09.070000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-171_flux4day-12C-oxic-44-000_2_Rg70to1050-CE102040-109-S1_Run221.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-171_flux4day-12C-oxic-44-000_2_Rg70to1050-CE102040-109-S1_Run221.mzML,63658345,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1520.0,0.008599081076681614,21.00286102294922,2019-01-07 03:02:29,6816,2025-11-03T21:25:56.560000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-172_flux4day-12C-oxic-44-000_5_Rg70to1050-CE102040-110-S1_Run404.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-172_flux4day-12C-oxic-44-000_5_Rg70to1050-CE102040-110-S1_Run404.mzML,64452376,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,2050.0,0.008658066391944885,21.003080368041992,2019-01-09 23:41:57,6813,2025-11-03T21:16:53.530000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-173_flux4day-12C-oxic-44-000_3_Rg70to1050-CE102040-111-S1_Run323.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-173_flux4day-12C-oxic-44-000_3_Rg70to1050-CE102040-111-S1_Run323.mzML,64303609,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1520.0,0.008631748147308826,21.006568908691406,2019-01-08 16:32:04,6780,2025-11-03T21:51:49.370000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-174_flux8day-12C-oxic-44-000_1_Rg70to1050-CE102040-112-S1_Run123.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-174_flux8day-12C-oxic-44-000_1_Rg70to1050-CE102040-112-S1_Run123.mzML,61608488,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1050.0,0.00859370082616806,21.00307273864746,2019-01-05 15:01:32,6741,2025-11-03T21:13:24.210000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-175_flux8day-12C-oxic-44-000_2_Rg70to1050-CE102040-113-S1_Run201.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-175_flux8day-12C-oxic-44-000_2_Rg70to1050-CE102040-113-S1_Run201.mzML,62499809,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1050.0,0.008606432937085629,21.005456924438477,2019-01-06 19:41:27,6753,2025-11-03T21:43:23.530000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-176_flux8day-12C-oxic-44-000_4_Rg70to1050-CE102040-114-S1_Run358.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-176_flux8day-12C-oxic-44-000_4_Rg70to1050-CE102040-114-S1_Run358.mzML,64428417,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1920.0,0.00871061347424984,21.00458335876465,2019-01-09 05:24:23,6853,2025-11-03T21:11:37.660000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-177_flux8day-12C-oxic-44-000_3_Rg70to1050-CE102040-115-S1_Run265.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-177_flux8day-12C-oxic-44-000_3_Rg70to1050-CE102040-115-S1_Run265.mzML,63149389,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,1050.0,0.008594801649451256,21.005868911743164,2019-01-07 19:13:04,6789,2025-11-03T21:30:48.360000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-178_flux8day-12C-oxic-44-000_5_Rg70to1050-CE102040-116-S1_Run401.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-178_flux8day-12C-oxic-44-000_5_Rg70to1050-CE102040-116-S1_Run401.mzML,65908080,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['negative'],50.0,2050.0,0.008628017269074917,21.006946563720703,2019-01-09 22:35:47,6926,2025-11-03T21:34:17.540000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_12C-plant_unk_1_Rg70to1050-CE102040-125-S1_Run409.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_12C-plant_unk_1_Rg70to1050-CE102040-125-S1_Run409.mzML,64193968,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['positive'],50.0,1055.0,0.004493350628763437,21.006317138671875,2019-01-10 01:32:10,7053,2025-11-03T21:46:58.630000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_12C-plant_unk_2_Rg70to1050-CE102040-127-S1_Run412.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_12C-plant_unk_2_Rg70to1050-CE102040-127-S1_Run412.mzML,64855063,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['positive'],50.0,1055.0,0.004487731494009495,21.002038955688477,2019-01-10 02:38:17,7071,2025-11-03T21:39:50.950000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_13C-plant_unk_1_Rg70to1050-CE102040-126-S1_Run415.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_13C-plant_unk_1_Rg70to1050-CE102040-126-S1_Run415.mzML,64263802,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['positive'],50.0,1055.0,0.004503364209085703,21.0024356842041,2019-01-10 03:44:24,7032,2025-11-03T21:26:23.250000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_13C-plant_unk_2_Rg70to1050-CE102040-128-S1_Run418.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_13C-plant_unk_2_Rg70to1050-CE102040-128-S1_Run418.mzML,64485780,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['positive'],50.0,1270.0,0.004487632308155298,21.00336265563965,2019-01-10 04:50:33,7056,2025-11-03T21:42:13.010000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_ExCtrl-180_ExCtrl_1_Rg70to1050-CE102040-118-S1_Run11.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_ExCtrl-180_ExCtrl_1_Rg70to1050-CE102040-118-S1_Run11.mzML,57567883,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['positive'],50.0,1530.0,0.0044762794859707355,21.00855255126953,2019-01-03 21:52:19,6828,2025-11-03T21:15:30.400000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_ExCtrl-181_ExCtrl_2_Rg70to1050-CE102040-119-S1_Run156.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_ExCtrl-181_ExCtrl_2_Rg70to1050-CE102040-119-S1_Run156.mzML,59620493,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['positive'],50.0,1530.0,0.004455449990928173,21.008071899414062,2019-01-06 03:09:18,6732,2025-11-03T21:23:08.730000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_ExCtrl-182_ExCtrl_3_Rg70to1050-CE102040-120-S1_Run255.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_ExCtrl-182_ExCtrl_3_Rg70to1050-CE102040-120-S1_Run255.mzML,60254731,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['positive'],50.0,1050.0,0.004470533691346645,21.00458526611328,2019-01-07 15:32:33,6742,2025-11-03T21:18:49.780000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-000_unk_1_Rg70to1050-CE102040-121-S1_Run345.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-000_unk_1_Rg70to1050-CE102040-121-S1_Run345.mzML,63587846,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['positive'],50.0,1050.0,0.004458330571651459,21.004905700683594,2019-01-09 00:37:32,6939,2025-11-03T21:49:38.920000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-033_unk_1_Rg70to1050-CE102040-122-S1_Run348.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-033_unk_1_Rg70to1050-CE102040-122-S1_Run348.mzML,63035322,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['positive'],50.0,1050.0,0.004466996993869543,21.00499153137207,2019-01-09 01:43:44,6948,2025-11-03T21:22:09.470000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-049_flux8day-13C-oxic-33-000_1_Rg70to1050-CE102040-40-S1_Run58.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-049_flux8day-13C-oxic-33-000_1_Rg70to1050-CE102040-40-S1_Run58.mzML,63308313,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['positive'],50.0,1530.0,0.004453463014215231,21.003393173217773,2019-01-04 15:08:16,6870,2025-11-03T21:18:02.260000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-050_flux8day-13C-oxic-33-000_2_Rg70to1050-CE102040-41-S1_Run188.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-050_flux8day-13C-oxic-33-000_2_Rg70to1050-CE102040-41-S1_Run188.mzML,65190889,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['positive'],50.0,1050.0,0.004480432253330946,21.00391960144043,2019-01-06 14:54:52,6942,2025-11-03T21:42:41,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-051_flux8day-13C-oxic-33-000_3_Rg70to1050-CE102040-42-S1_Run249.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-051_flux8day-13C-oxic-33-000_3_Rg70to1050-CE102040-42-S1_Run249.mzML,64337983,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['positive'],50.0,1050.0,0.0044745830819010735,21.00342559814453,2019-01-07 13:20:10,6969,2025-11-03T21:27:19.180000,
20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-052_flux8day-13C-oxic-44-000_1_Rg70to1050-CE102040-43-S1_Run61.mzML,/mnt/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-052_flux8day-13C-oxic-44-000_1_Rg70to1050-CE102040-43-S1_Run61.mzML,63110834,.mzml,Q Exactive,Unknown,Exactive Series slot #913,['centroid'],"[1, 2]",['23'],['hcd'],['positive'],50.0,1530.0,0.0044670808129012585,21.001251220703125,2019-01-04 16:14:23,6870,2025-11-03T21:22:31.700000,
