raw_data_identifier,biosample_id,biosample_name,material_processing_protocol_id,match_confidence,processedsample_placeholder
Miesel_60009_69_CPER_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_8995,nmdc:bsm-11-fs0nam69,EMSL 69 CPER_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_69_CPER_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9153,nmdc:bsm-11-fs0nam69,EMSL 69 CPER_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_69_CPER_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9190,nmdc:bsm-11-fs0nam69,EMSL 69 CPER_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_69_CPER_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9599,nmdc:bsm-11-fs0nam69,EMSL 69 CPER_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_70_DCFS_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9074,nmdc:bsm-11-mt7hs697,EMSL 70 DCFS_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_70_DCFS_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9163,nmdc:bsm-11-mt7hs697,EMSL 70 DCFS_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_70_DCFS_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9187,nmdc:bsm-11-mt7hs697,EMSL 70 DCFS_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_70_DCFS_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9564,nmdc:bsm-11-mt7hs697,EMSL 70 DCFS_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_71_DELA_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_8985,nmdc:bsm-11-hmwb5933,EMSL 71 DELA_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_71_DELA_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9159,nmdc:bsm-11-hmwb5933,EMSL 71 DELA_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_71_DELA_A_POST_MSTplus5_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9244,nmdc:bsm-11-hmwb5933,EMSL 71 DELA_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_71_DELA_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9590,nmdc:bsm-11-hmwb5933,EMSL 71 DELA_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_72_DSNY_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9010,nmdc:bsm-11-pywm3v18,EMSL 72 DSNY_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_72_DSNY_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9149,nmdc:bsm-11-pywm3v18,EMSL 72 DSNY_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_72_DSNY_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9291,nmdc:bsm-11-pywm3v18,EMSL 72 DSNY_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_72_DSNY_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9626,nmdc:bsm-11-pywm3v18,EMSL 72 DSNY_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_73_GRSM_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9064,nmdc:bsm-11-rgvr4244,EMSL 73 GRSM_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_73_GRSM_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9144,nmdc:bsm-11-rgvr4244,EMSL 73 GRSM_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_73_GRSM_A_POST_MSTplus5_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9237,nmdc:bsm-11-rgvr4244,EMSL 73 GRSM_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_73_GRSM_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9607,nmdc:bsm-11-rgvr4244,EMSL 73 GRSM_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_74_HEAL_Oae_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9005,nmdc:bsm-11-0545zh73,EMSL 74 HEAL_Oae_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_74_HEAL_Oae_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9145,nmdc:bsm-11-0545zh73,EMSL 74 HEAL_Oae_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_74_HEAL_Oae_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9186,nmdc:bsm-11-0545zh73,EMSL 74 HEAL_Oae_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_74_HEAL_Oae_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9619,nmdc:bsm-11-0545zh73,EMSL 74 HEAL_Oae_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_75_JORN_Ak_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_8989,nmdc:bsm-11-w1s6zj21,EMSL 75 JORN_Ak_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_75_JORN_Ak_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9082,nmdc:bsm-11-w1s6zj21,EMSL 75 JORN_Ak_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_75_JORN_Ak_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9193,nmdc:bsm-11-w1s6zj21,EMSL 75 JORN_Ak_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_75_JORN_Ak_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9611,nmdc:bsm-11-w1s6zj21,EMSL 75 JORN_Ak_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_76_KONZ_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9065,nmdc:bsm-11-rn50jw68,EMSL 76 KONZ_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_76_KONZ_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9101,nmdc:bsm-11-rn50jw68,EMSL 76 KONZ_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_76_KONZ_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9272,nmdc:bsm-11-rn50jw68,EMSL 76 KONZ_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_76_KONZ_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9583,nmdc:bsm-11-rn50jw68,EMSL 76 KONZ_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_77_MLBS_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9020,nmdc:bsm-11-pw5qbt83,EMSL 77 MLBS_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_77_MLBS_A_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9098,nmdc:bsm-11-pw5qbt83,EMSL 77 MLBS_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_77_MLBS_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9388,nmdc:bsm-11-pw5qbt83,EMSL 77 MLBS_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_77_MLBS_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9622,nmdc:bsm-11-pw5qbt83,EMSL 77 MLBS_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_78_MOAB_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9059,nmdc:bsm-11-f744kg86,EMSL 78 MOAB_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_78_MOAB_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9106,nmdc:bsm-11-f744kg86,EMSL 78 MOAB_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_78_MOAB_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9295,nmdc:bsm-11-f744kg86,EMSL 78 MOAB_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_78_MOAB_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9624,nmdc:bsm-11-f744kg86,EMSL 78 MOAB_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_79_NGPR_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9051,nmdc:bsm-11-feb57406,EMSL 79 NGPR_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_79_NGPR_A_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9090,nmdc:bsm-11-feb57406,EMSL 79 NGPR_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_79_NGPR_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9259,nmdc:bsm-11-feb57406,EMSL 79 NGPR_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_79_NGPR_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9567,nmdc:bsm-11-feb57406,EMSL 79 NGPR_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_80_NIWO_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9073,nmdc:bsm-11-srrzgw96,EMSL 80 NIWO_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_80_NIWO_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9110,nmdc:bsm-11-srrzgw96,EMSL 80 NIWO_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_80_NIWO_A_POST_MSTplus5_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9172,nmdc:bsm-11-srrzgw96,EMSL 80 NIWO_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_80_NIWO_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9569,nmdc:bsm-11-srrzgw96,EMSL 80 NIWO_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_81_OSBS_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_8991,nmdc:bsm-11-k3ms3q32,EMSL 81 OSBS_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_81_OSBS_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9125,nmdc:bsm-11-k3ms3q32,EMSL 81 OSBS_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_81_OSBS_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9282,nmdc:bsm-11-k3ms3q32,EMSL 81 OSBS_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_81_OSBS_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9568,nmdc:bsm-11-k3ms3q32,EMSL 81 OSBS_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_82_RMNP_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9072,nmdc:bsm-11-jexdz609,EMSL 82 RMNP_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_82_RMNP_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9161,nmdc:bsm-11-jexdz609,EMSL 82 RMNP_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_82_RMNP_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9263,nmdc:bsm-11-jexdz609,EMSL 82 RMNP_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_82_RMNP_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9575,nmdc:bsm-11-jexdz609,EMSL 82 RMNP_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_83_SERC_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_8986,nmdc:bsm-11-2aew5811,EMSL 83 SERC_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_83_SERC_A_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9099,nmdc:bsm-11-2aew5811,EMSL 83 SERC_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_83_SERC_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9269,nmdc:bsm-11-2aew5811,EMSL 83 SERC_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_83_SERC_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9557,nmdc:bsm-11-2aew5811,EMSL 83 SERC_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_84_SJER_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_8998,nmdc:bsm-11-1nkycf30,EMSL 84 SJER_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_84_SJER_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9165,nmdc:bsm-11-1nkycf30,EMSL 84 SJER_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_84_SJER_A_POST_MSTplus5_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9194,nmdc:bsm-11-1nkycf30,EMSL 84 SJER_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_84_SJER_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9627,nmdc:bsm-11-1nkycf30,EMSL 84 SJER_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_85_SOAP_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9034,nmdc:bsm-11-anhff417,EMSL 85 SOAP_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_85_SOAP_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9166,nmdc:bsm-11-anhff417,EMSL 85 SOAP_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_85_SOAP_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9275,nmdc:bsm-11-anhff417,EMSL 85 SOAP_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_85_SOAP_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9615,nmdc:bsm-11-anhff417,EMSL 85 SOAP_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_86_STEI_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_8992,nmdc:bsm-11-jwsqte26,EMSL 86 STEI_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_86_STEI_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9129,nmdc:bsm-11-jwsqte26,EMSL 86 STEI_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_86_STEI_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9281,nmdc:bsm-11-jwsqte26,EMSL 86 STEI_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_86_STEI_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9606,nmdc:bsm-11-jwsqte26,EMSL 86 STEI_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_87_TALL_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9058,nmdc:bsm-11-f3ebmn35,EMSL 87 TALL_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_87_TALL_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9146,nmdc:bsm-11-f3ebmn35,EMSL 87 TALL_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_87_TALL_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9174,nmdc:bsm-11-f3ebmn35,EMSL 87 TALL_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_87_TALL_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9638,nmdc:bsm-11-f3ebmn35,EMSL 87 TALL_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_88_TREE_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9038,nmdc:bsm-11-ha7xvb59,EMSL 88 TREE_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_88_TREE_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9157,nmdc:bsm-11-ha7xvb59,EMSL 88 TREE_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_88_TREE_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9276,nmdc:bsm-11-ha7xvb59,EMSL 88 TREE_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_88_TREE_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9570,nmdc:bsm-11-ha7xvb59,EMSL 88 TREE_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_89_UNDE_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9063,nmdc:bsm-11-c71sq339,EMSL 89 UNDE_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_89_UNDE_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9124,nmdc:bsm-11-c71sq339,EMSL 89 UNDE_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_89_UNDE_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9258,nmdc:bsm-11-c71sq339,EMSL 89 UNDE_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_89_UNDE_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9604,nmdc:bsm-11-c71sq339,EMSL 89 UNDE_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_90_WREF_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9040,nmdc:bsm-11-g8qs8k06,EMSL 90 WREF_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_90_WREF_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9139,nmdc:bsm-11-g8qs8k06,EMSL 90 WREF_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_90_WREF_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9199,nmdc:bsm-11-g8qs8k06,EMSL 90 WREF_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_90_WREF_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9592,nmdc:bsm-11-g8qs8k06,EMSL 90 WREF_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
EMSL_1_ABBY_A_PRE_NotGr_NA_NA,nmdc:bsm-11-xjd8t932,EMSL 1 ABBY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_10_GRSM_A_PRE_NotGr_NA_NA,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_11_HEAL_Oae_PRE_NotGr_NA_NA,nmdc:bsm-11-57n0am19,EMSL 11 HEAL_Oae_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_12_JORN_Ak_PRE_NotGr_NA_NA,nmdc:bsm-11-x6051v50,EMSL 12 JORN_Ak_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_13_KONZ_A1_PRE_NotGr_NA_NA,nmdc:bsm-11-czpa0a23,EMSL 13 KONZ_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_14_MLBS_A_PRE_NotGr_NA_NA,nmdc:bsm-11-kypvs876,EMSL 14 MLBS_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_15_MOAB_A_PRE_NotGr_NA_NA,nmdc:bsm-11-37ythp65,EMSL 15 MOAB_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_16_NGPR_A_PRE_NotGr_NA_NA,nmdc:bsm-11-z2299p05,EMSL 16 NGPR_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_17_NIWO_A_PRE_NotGr_NA_NA,nmdc:bsm-11-188dzv79,EMSL 17 NIWO_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_18_OSBS_A_PRE_NotGr_NA_NA,nmdc:bsm-11-cxebp875,EMSL 18 OSBS_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_19_RMNP_A1_PRE_NotGr_NA_NA,nmdc:bsm-11-v9e14793,EMSL 19 RMNP_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_2_BARR_Oaf_PRE_NotGr_NA_NA,nmdc:bsm-11-pmcm6s22,EMSL 2 BARR_Oaf_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_20_SERC_A_PRE_NotGr_NA_NA,nmdc:bsm-11-s5hdh733,EMSL 20 SERC_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_21_SJER_A_PRE_NotGr_NA_NA,nmdc:bsm-11-bbsdg778,EMSL 21 SJER_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_22_SOAP_A_PRE_NotGr_NA_NA,nmdc:bsm-11-zz785q05,EMSL 22 SOAP_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_23_STEI_A1_PRE_NotGr_NA_NA,nmdc:bsm-11-m7137540,EMSL 23 STEI_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_24_TALL_A1_PRE_NotGr_NA_NA,nmdc:bsm-11-t7eq2555,EMSL 24 TALL_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_25_TREE_A1_PRE_NotGr_NA_NA,nmdc:bsm-11-5pr0md39,EMSL 25 TREE_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_26_UNDE_A_PRE_NotGr_NA_NA,nmdc:bsm-11-3tk5be27,EMSL 26 UNDE_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_27_WREF_A1_PRE_NotGr_NA_NA,nmdc:bsm-11-81nkhg93,EMSL 27 WREF_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_3_BLAN_Ap1_PRE_NotGr_NA_NA,nmdc:bsm-11-dgpxax84,EMSL 3 BLAN_Ap1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_37_ABBY_A_POST_NotGr_MST_33,nmdc:bsm-11-t2j2tb83,EMSL 37 ABBY_A_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_38_BARR_Oaf_POST_NotGr_MST_33,nmdc:bsm-11-g55mqq95,EMSL 38 BARR_Oaf_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_39_BLAN_Ap1_POST_NotGr_MST_33,nmdc:bsm-11-0n65yd98,EMSL 39 BLAN_Ap1_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_4_BONA_Oea_PRE_NotGr_NA_NA,nmdc:bsm-11-447q1c62,EMSL 4 BONA_Oea_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_40_BONA_Oea_POST_NotGr_MST_33,nmdc:bsm-11-89sqhh96,EMSL 40 BONA_Oea_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_41_CLBJ_A1_POST_NotGr_MST_33,nmdc:bsm-11-2cj4cf88,EMSL 41 CLBJ_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_42_CPER_A1_POST_NotGr_MST_33,nmdc:bsm-11-9hpkqy23,EMSL 42 CPER_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_43_DCFS_A1_POST_NotGr_MST_33,nmdc:bsm-11-mzz92d33,EMSL 43 DCFS_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_44_DELA_A_POST_NotGr_MST_33,nmdc:bsm-11-zjb1z714,EMSL 44 DELA_A_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_45_DSNY_A_POST_NotGr_MST_33,nmdc:bsm-11-8bg8gj60,EMSL 45 DSNY_A_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_46_GRSM_A_POST_NotGr_MST_33,nmdc:bsm-11-262q3j19,EMSL 46 GRSM_A_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_47_HEAL_Oae_POST_NotGr_MST_33,nmdc:bsm-11-56ck4y26,EMSL 47 HEAL_Oae_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_48_JORN_Ak_POST_NotGr_MST_33,nmdc:bsm-11-ypsg5973,EMSL 48 JORN_Ak_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_49_KONZ_A1_POST_NotGr_MST_33,nmdc:bsm-11-8e8v8k74,EMSL 49 KONZ_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_5_CLBJ_A1_PRE_NotGr_NA_NA,nmdc:bsm-11-hb183j67,EMSL 5 CLBJ_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
