file_name,file_path,instrument_model,instrument_name,instrument_serial_number,scan_types,scan_levels,collision_energies,polarity,mz_min,mz_max,rt_min,rt_max,write_time
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_144_RtExu-E-EcoFAB-Brachy-SynCom17_2__097.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_144_RtExu-E-EcoFAB-Brachy-SynCom17_2__097.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6362,99.5975,0.002845607821146648,21.00091567697525,2024-02-27 02:09:15.494000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_121_TxCtrl-D-EcoFAB-Medium-Sterile_4_Reinj_475.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_121_TxCtrl-D-EcoFAB-Medium-Sterile_4_Reinj_475.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6361,98.6171,0.002907843017578125,21.00259676815669,2024-03-10 01:32:33.360000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_132_RtExu-E-EcoFAB-Brachy-Axenic_4_Reinj_403.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_132_RtExu-E-EcoFAB-Brachy-Axenic_4_Reinj_403.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,99.5992,0.002884843571980795,21.00063320439656,2024-03-08 22:13:26.705000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_112_RtExu-D-EcoFAB-Brachy-SynCom17_2__066.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_112_RtExu-D-EcoFAB-Brachy-SynCom17_2__066.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6361,99.6529,0.002837942663828532,21.00057527484894,2024-02-26 14:36:45.450000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_5_RtExu-A-EcoFAB-Brachy-Axenic_5__212.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_5_RtExu-A-EcoFAB-Brachy-Axenic_5__212.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,98.6285,0.002974457168579102,21.00248836717606,2024-02-29 07:09:30.506000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_153_TxCtrl-E-EcoFAB-Medium-Sterile_4__157.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_153_TxCtrl-E-EcoFAB-Medium-Sterile_4__157.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8185,99.5993,0.002835510794321696,21.00288040281932,2024-02-28 00:29:24.106000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_155_TxCtrl-E-EcoFAB-Medium-Sterile_6__303.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_155_TxCtrl-E-EcoFAB-Medium-Sterile_6__303.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8184,99.5992,0.002820291741689046,21.00216265163422,2024-03-07 06:58:27.276000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_167_ExCtrl-A-Tube-Empty_7__351.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_167_ExCtrl-A-Tube-Empty_7__351.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],102.7348,99.6529,0.002814796193440756,21.00096076192856,2024-03-08 00:52:03.035000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_4_RtExu-A-EcoFAB-Brachy-Axenic_4_Reinj_436.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_4_RtExu-A-EcoFAB-Brachy-Axenic_4_Reinj_436.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.0610,98.6171,0.002907179419199626,21.00192188860575,2024-03-09 10:29:56.738000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_152_TxCtrl-E-EcoFAB-Medium-Sterile_3__124.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_152_TxCtrl-E-EcoFAB-Medium-Sterile_3__124.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8182,99.5992,0.0028208083152771,21.00055855156581,2024-02-27 12:13:02.349000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_143_RtExu-E-EcoFAB-Brachy-SynCom17_1_Reinj2_595.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_143_RtExu-E-EcoFAB-Brachy-SynCom17_1_Reinj2_595.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6362,98.6285,0.002879892412821452,21.00257601779302,2024-03-14 01:31:45.784000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_122_TxCtrl-D-EcoFAB-Medium-Sterile_5_Reinj2_522.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_122_TxCtrl-D-EcoFAB-Medium-Sterile_5_Reinj2_522.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6361,98.6285,0.002834290885925293,21.00118141037623,2024-03-12 20:16:38.320000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_9_RtExu-A-EcoFAB-Brachy-SynCom16_2__089.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_9_RtExu-A-EcoFAB-Brachy-SynCom16_2__089.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8184,98.6285,0.00282314084370931,21.00259852053324,2024-02-26 23:10:11.423000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_39_RtExu-B-EcoFAB-Brachy-Axenic_7__380.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_39_RtExu-B-EcoFAB-Brachy-Axenic_7__380.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6366,99.5992,0.002820792420705159,21.00133740545909,2024-03-08 11:42:42.857000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_41_RtExu-B-EcoFAB-Brachy-SynCom16_2_Reinj_500.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_41_RtExu-B-EcoFAB-Brachy-SynCom16_2_Reinj_500.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.1175,99.5993,0.002881175899505616,21.00119320195516,2024-03-10 11:50:17.214000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_42_RtExu-B-EcoFAB-Brachy-SynCom16_3__132.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_42_RtExu-B-EcoFAB-Brachy-SynCom16_3__132.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],103.5235,99.6529,0.002850741767883301,21.00055852594376,2024-02-27 15:11:28.982000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_6_RtExu-A-EcoFAB-Brachy-Axenic_6__318.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_6_RtExu-A-EcoFAB-Brachy-Axenic_6__318.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6362,98.6285,0.002820172532399496,21.00077101828257,2024-03-07 12:33:50.909000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_46_RtExu-B-EcoFAB-Brachy-SynCom16_7__355.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_46_RtExu-B-EcoFAB-Brachy-SynCom16_7__355.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6362,99.5993,0.002832474931081136,21.00217212082545,2024-03-08 02:21:30.090000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_114_RtExu-D-EcoFAB-Brachy-SynCom17_4__203.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_114_RtExu-D-EcoFAB-Brachy-SynCom17_4__203.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6363,98.6285,0.002809193356831869,21.00363700033823,2024-02-29 03:48:23.064000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_87_TxCtrl-C-EcoFAB-Medium-Sterile_2__058.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_87_TxCtrl-C-EcoFAB-Medium-Sterile_2__058.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6364,99.5992,0.002824976666768393,21.00245385211309,2024-02-26 11:38:03.737000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_86_TxCtrl-C-EcoFAB-Medium-Sterile_1__035.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_86_TxCtrl-C-EcoFAB-Medium-Sterile_1__035.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],103.6255,987.4960,0.00284606081644694,21.00240375242233,2024-02-26 03:04:39.430000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_118_TxCtrl-D-EcoFAB-Medium-Sterile_1__056.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_118_TxCtrl-D-EcoFAB-Medium-Sterile_1__056.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6362,98.6285,0.002831390126546224,21.00273460191091,2024-02-26 10:53:19.523000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_156_TxCtrl-E-EcoFAB-Medium-Sterile_7__369.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_156_TxCtrl-E-EcoFAB-Medium-Sterile_7__369.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,99.5992,0.002831910673777263,21.00053515475591,2024-03-08 07:36:02.342000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_109_RtExu-D-EcoFAB-Brachy-SynCom16_6__295.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_109_RtExu-D-EcoFAB-Brachy-SynCom16_6__295.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6363,996.2733,0.00282317263285319,21.00087390604019,2024-03-07 03:59:48.011000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_166_ExCtrl-A-Tube-Empty_6__301.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_166_ExCtrl-A-Tube-Empty_6__301.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],102.7348,99.6529,0.002820208295186361,21.00059796037674,2024-03-07 06:13:43.220000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_82_RtExu-C-EcoFAB-Brachy-SynCom17_4_Reinj_423.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_82_RtExu-C-EcoFAB-Brachy-SynCom17_4_Reinj_423.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.2195,98.6171,0.00290481112798055,21.0037307703654,2024-03-09 05:39:48.317000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_147_RtExu-E-EcoFAB-Brachy-SynCom17_5__287.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_147_RtExu-E-EcoFAB-Brachy-SynCom17_5__287.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6361,98.6285,0.002823542181650798,21.0018355890274,2024-03-07 01:00:49.715000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_47_RtExu-B-EcoFAB-Brachy-SynCom17_1__031.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_47_RtExu-B-EcoFAB-Brachy-SynCom17_1__031.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],103.5235,99.6529,0.002857695643107097,21.00208605171839,2024-02-26 01:35:27.508000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_163_ExCtrl-A-Tube-Empty_3__116.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_163_ExCtrl-A-Tube-Empty_3__116.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],102.7348,99.6529,0.002842393143971762,21.00267347138723,2024-02-27 09:13:59.773000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_76_RtExu-C-EcoFAB-Brachy-SynCom16_5__285.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_76_RtExu-C-EcoFAB-Brachy-SynCom16_5__285.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6362,99.6529,0.002806892617543539,21.00248145303726,2024-03-07 00:16:23.226000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_58_TxCtrl-B-EcoFAB-Medium-Sterile_5__256.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_58_TxCtrl-B-EcoFAB-Medium-Sterile_5__256.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,99.5992,0.002824209753672282,21.00197895409266,2024-03-06 13:27:53.309000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_73_RtExu-C-EcoFAB-Brachy-SynCom16_2__064.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_73_RtExu-C-EcoFAB-Brachy-SynCom16_2__064.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8184,99.6529,0.00299709103902181,21.00109595101674,2024-02-26 13:52:19.487000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_79_RtExu-C-EcoFAB-Brachy-SynCom17_1__054.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_79_RtExu-C-EcoFAB-Brachy-SynCom17_1__054.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6365,99.6529,0.002836357180277507,21.00278928321202,2024-02-26 10:08:35.593000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_129_RtExu-E-EcoFAB-Brachy-Axenic_1_Reinj_487.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_129_RtExu-E-EcoFAB-Brachy-Axenic_1_Reinj_487.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.0610,98.6170,0.002901743475596111,21.0038510843277,2024-03-10 06:59:46.587000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_130_RtExu-E-EcoFAB-Brachy-Axenic_2__083.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_130_RtExu-E-EcoFAB-Brachy-Axenic_2__083.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6361,99.5992,0.002831592782338461,21.00264013649623,2024-02-26 20:55:56.849000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_117_RtExu-D-EcoFAB-Brachy-SynCom17_7__357.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_117_RtExu-D-EcoFAB-Brachy-SynCom17_7__357.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6363,98.6285,0.002988094711303711,21.00282943687439,2024-03-08 03:06:30.565000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_28_TxCtrl-A-EcoFAB-Medium-Sterile_7__347.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_28_TxCtrl-A-EcoFAB-Medium-Sterile_7__347.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,99.6529,0.002817526086171469,21.00256146631241,2024-03-07 23:22:00.030000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_135_RtExu-E-EcoFAB-Brachy-Axenic_7__373.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_135_RtExu-E-EcoFAB-Brachy-Axenic_7__373.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,99.5992,0.002835041904449464,21.0029016816775,2024-03-08 09:06:04.493000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_148_RtExu-E-EcoFAB-Brachy-SynCom17_6__316.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_148_RtExu-E-EcoFAB-Brachy-SynCom17_6__316.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.0613,98.6170,0.002837279065450033,21.00248831949234,2024-03-07 11:49:04.250000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_66_RtExu-C-EcoFAB-Brachy-Axenic_2__081.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_66_RtExu-C-EcoFAB-Brachy-Axenic_2__081.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.1174,99.6529,0.002990876261393229,21.00217539908091,2024-02-26 20:11:13.522000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_104_RtExu-D-EcoFAB-Brachy-SynCom16_1__037.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_104_RtExu-D-EcoFAB-Brachy-SynCom16_1__037.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.0610,98.6285,0.002831859016418457,21.00269604962667,2024-02-26 03:49:23.526000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_52_RtExu-B-EcoFAB-Brachy-SynCom17_6__307.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_52_RtExu-B-EcoFAB-Brachy-SynCom17_6__307.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,99.5992,0.002832908058166504,21.00103551588058,2024-03-07 08:27:54.210000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_68_RtExu-C-EcoFAB-Brachy-Axenic_4__195.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_68_RtExu-C-EcoFAB-Brachy-Axenic_4__195.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,99.6529,0.002812209351857503,21.00133494399389,2024-02-29 00:50:01.567000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_27_TxCtrl-A-EcoFAB-Medium-Sterile_6__293.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_27_TxCtrl-A-EcoFAB-Medium-Sterile_6__293.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,98.6285,0.002818976465861003,21.0016335372289,2024-03-07 03:15:03.373000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_120_TxCtrl-D-EcoFAB-Medium-Sterile_3__151.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_120_TxCtrl-D-EcoFAB-Medium-Sterile_3__151.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6362,98.6286,0.002838061873118083,21.00254128815333,2024-02-27 22:15:41.152000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_60_TxCtrl-B-EcoFAB-Medium-Sterile_7__371.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_60_TxCtrl-B-EcoFAB-Medium-Sterile_7__371.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6364,99.5992,0.002839210255940755,21.00264016828537,2024-03-08 08:21:04.031000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_57_TxCtrl-B-EcoFAB-Medium-Sterile_4__179.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_57_TxCtrl-B-EcoFAB-Medium-Sterile_4__179.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8184,99.5992,0.002794161065419516,21.002431103007,2024-02-28 18:52:45.112000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_170_ExCtrl-B-E-Tube-Empty_3__120.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_170_ExCtrl-B-E-Tube-Empty_3__120.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],103.5235,99.6529,0.00283914270401001,21.0016273343722,2024-02-27 10:43:31.755000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_75_RtExu-C-EcoFAB-Brachy-SynCom16_4_Reinj_399.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_75_RtExu-C-EcoFAB-Brachy-SynCom16_4_Reinj_399.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.1174,99.6529,0.00287954273223877,21.00335178813934,2024-03-08 20:43:58.285000
