nmdc_id,raw_file_name
nmdc:omprc-11-1hater45,1000S_OCTB_FTMS_SPE_BTM_3_run2_Fir_26Apr22_300SA_p01_1_1_3586.zip
nmdc:omprc-11-1kgbxt56,1000S_PPRH_FTMS_SPE_TOP_1_run2_Fir_22Apr22_300SA_p01_76_1_3433.zip
nmdc:omprc-11-1m620j78,1000s_OKPF_FTMS_SPE_TOP_1_01Nov22_Mag_300SA_p025_202_1_7215.zip
nmdc:omprc-11-1nc9wq39,1000s_BLAN_FTMS_SPE_BTM_3_rr_28Oct22_Mag_300SA_p025_147_1_7060.zip
nmdc:omprc-11-1pe5sy74,1000s_NOGP_FTMS_SPE_BTM_3_31Oct22_Mag_300SA_p025_146_1_7159.zip
nmdc:omprc-11-1rhtmc48,1000s_WY09_FTMS_SPE_TOP_2_rr_28Oct22_Mag_300SA_p025_131_1_7044.zip
nmdc:omprc-11-1s61qw46,1000s_UT32_FTMS_SPE_BTM_1_25Oct22_Mag_300SA_p025_91_1_7004.zip
nmdc:omprc-11-1sgvp143,1000S_PHTU_FTMS_SPE_TOP_3_run2_Fir_22Apr22_300SA_p01_103_1_3460.zip
nmdc:omprc-11-1sk2cy84,1000S_WSU2_RR_FTMS_SPE_BTM_3_run1_Fir_25Apr22_300SA_p01_1_1_3539.zip
nmdc:omprc-11-1vy43302,1000s_LENO_FTMS_SPE_TOP_3_rr_28Oct22_Mag_300SA_p025_149_1_7062.zip
nmdc:omprc-11-21pwq744,1000s_UKFS_FTMS_SPE_BTM_2b_25Oct22_Mag_300SA_p025_40_1_6953.zip
nmdc:omprc-11-24987787,1000s_RMNP_FTMS_SPE_TOP_2_02Nov22_Mag_300SA_p025_123_1_7238.zip
nmdc:omprc-11-24sxj297,1000s_ISNC_FTMS_SPE_TOP_3_31Oct22_Mag_300SA_p025_164_1_7177.zip
nmdc:omprc-11-253dx239,1000s_MOAB_FTMS_SPE_TOP_1_01Nov22_Mag_300SA_p025_218_1_7231.zip
nmdc:omprc-11-273r7727,1000s_UKFS_FTMS_SPE_BTM_2_rr_28Oct22_Mag_300SA_p025_145_1_7058.zip
nmdc:omprc-11-28avnd91,1000s_KONA_FTMS_SPE_BTM_3_25Oct22_Mag_300SA_p025_88_1_7001.zip
nmdc:omprc-11-29md9e53,1000S_NWBB_FTMS_SPE_BTM_2_run1_Fir_22Apr22_300SA_p01_1_1_3334.zip
nmdc:omprc-11-2b7mgn10,1000s_SOAP_FTMS_SPE_BTM_3_31Oct22_Mag_300SA_p025_157_1_7170.zip
nmdc:omprc-11-2eggkg41,1000S_WLUP_FTMS_SPE_BTM_3_run2_Fir_26Apr22_300SA_p01_7_1_3598.zip
nmdc:omprc-11-2et99h53,1000S_PPRH_FTMS_SPE_TOP_1_run1_Fir_22Apr22_300SA_p01_1_1_3344.zip
nmdc:omprc-11-2fxf3s68,1000s_MLBS_FTMS_SPE_BTM_3_rr_28Oct22_Mag_300SA_p025_150_1_7063.zip
nmdc:omprc-11-2hakze68,1000s_CLBJ_FTMS_SPE_BTM_1_29Oct22_Mag_300SA_p025_132_1_7082.zip
nmdc:omprc-11-2kq3bn84,1000s_ANZA_FTMS_SPE_BTM_2_29Oct22_Mag_300SA_p025_131_1_7081.zip
nmdc:omprc-11-2n07y374,1000S_PETF_FTMS_SPE_BTM_2_run2_Fir_22Apr22_300SA_p01_127_1_3484.zip
nmdc:omprc-11-2nr1fm45,1000s_DCFS_FTMS_SPE_TOP_3_29Oct22_Mag_300SA_p025_135_1_7085.zip
nmdc:omprc-11-2p2g0t62,1000S_FTA5_FTMS_SPE_BTM_1_run2_Fir_22Apr22_300SA_p01_137_1_3494.zip
nmdc:omprc-11-2tc4x544,1000s_JERC_FTMS_SPE_BTM_3_01Nov22_Mag_300SA_p025_199_1_7212.zip
nmdc:omprc-11-2v0ptk06,1000S_NWBB_FTMS_SPE_BTM_2_run2_Fir_22Apr22_300SA_p01_68_1_3425.zip
nmdc:omprc-11-2v9hsx10,1000s_OSBS_FTMS_SPE_BTM_3_01Nov22_Mag_300SA_p025_184_1_7197.zip
nmdc:omprc-11-2w6xts33,1000S_PHTU_FTMS_SPE_TOP_3_run1_Fir_22Apr22_300SA_p01_1_1_3358.zip
nmdc:omprc-11-2x2nfh41,1000S_OKPF_FTMS_SPE_TOP_2_run1_Fir_22Apr22_300SA_p01_1_1_3336.zip
nmdc:omprc-11-30agje77,1000s_CLBJ_FTMS_SPE_TOP_1_31Oct22_Mag_300SA_p025_149_1_7162.zip
nmdc:omprc-11-35s04022,1000S_OCTU_FTMS_SPE_BTM_2_run1_Fir_22Apr22_300SA_p01_15_1_3372.zip
nmdc:omprc-11-35yyp785,1000S_NWBA_FTMS_SPE_BTM_1_run2_Fir_22Apr22_300SA_p01_122_1_3479.zip
nmdc:omprc-11-3714y784,1000S_FTA5_FTMS_SPE_BTM_2_run2_Fir_22Apr22_300SA_p01_97_1_3454.zip
nmdc:omprc-11-3d5dtn46,1000S_CFS2_FTMS_SPE_TOP_1_run1_Fir_22Apr22_300SA_p01_9_1_3366.zip
nmdc:omprc-11-3ekx8v96,1000S_FTA5_FTMS_SPE_TOP_2_run1_Fir_22Apr22_300SA_p01_1_1_3330.zip
nmdc:omprc-11-3f8fw689,1000s_ISNC_FTMS_SPE_TOP_1_rr_28Oct22_Mag_300SA_p025_135_1_7048.zip
nmdc:omprc-11-3fpz6b59,1000s_WY10_FTMS_SPE_TOP_2_31Oct22_Mag_300SA_p025_179_1_7192.zip
nmdc:omprc-11-3gf5mm79,1000s_WY10_FTMS_SPE_TOP_1_02Nov22_Mag_300SA_p025_138_1_7253.zip
nmdc:omprc-11-3h12ak75,1000s_SRER_FTMS_SPE_BTM_2_01Nov22_Mag_300SA_p025_210_1_7223.zip
nmdc:omprc-11-3jm1q248,1000S_WSU1_RR_FTMS_SPE_BTM_1_run2_Fir_28Apr22_300SA_p01_1_1_3629.zip
nmdc:omprc-11-3k7gzk56,1000s_ANZA_FTMS_SPE_TOP_1_29Oct22_Mag_300SA_p025_157_1_7107.zip
nmdc:omprc-11-3k90ye54,1000S_PRS2_FTMS_SPE_TOP_3_run1_Fir_22Apr22_300SA_p01_31_1_3388.zip
nmdc:omprc-11-3kw60023,1000S_WLUP_FTMS_SPE_BTM_1_run1_Fir_22Apr22_300SA_p01_37_1_3394.zip
nmdc:omprc-11-3mctse55,1000S_OCTB_FTMS_SPE_BTM_3_run1_Fir_25Apr22_300SA_p01_1_1_3536.zip
nmdc:omprc-11-3rmdat45,1000S_OCTB_FTMS_SPE_TOP_3_run2_Fir_27Apr22_300SA_p01_1_1_3611.zip
nmdc:omprc-11-3s03ex77,1000S_PHTU_FTMS_SPE_BTM_3_run1_Fir_22Apr22_300SA_p01_1_1_3347.zip
nmdc:omprc-11-3xjz8e69,1000s_ANZA_FTMS_SPE_TOP_2_29Oct22_Mag_300SA_p025_142_1_7092.zip
nmdc:omprc-11-3zmwnd61,1000S_PRS1_FTMS_SPE_BTM_2_run1_Fir_22Apr22_300SA_p01_44_1_3401.zip
nmdc:omprc-11-44xdew22,1000s_RMNP_FTMS_SPE_BTM_3_31Oct22_Mag_300SA_p025_152_1_7165.zip
nmdc:omprc-11-47fe4773,1000S_PETF_FTMS_SPE_BTM_3_run1_Fir_22Apr22_300SA_p01_16_1_3373.zip
nmdc:omprc-11-48053m81,1000s_SCBI_FTMS_SPE_TOP_2_31Oct22_Mag_300SA_p025_174_1_7187.zip
nmdc:omprc-11-4858zq78,1000s_WY03_FTMS_SPE_BTM_2_rr_28Oct22_Mag_300SA_p025_139_1_7052.zip
nmdc:omprc-11-49drg670,1000s_LENO_FTMS_SPE_BTM_1_25Oct22_Mag_300SA_p025_64_1_6977.zip
nmdc:omprc-11-49tmnb52,1000S_NWBC_FTMS_SPE_TOP_3_run1_Fir_22Apr22_300SA_p01_26_1_3383.zip
nmdc:omprc-11-4cbxab47,1000S_NWBB_FTMS_SPE_BTM_3_run2_Fir_26Apr22_300SA_p01_1_1_3587.zip
nmdc:omprc-11-4dw5x037,1000S_CFS2_FTMS_SPE_TOP_2_run2_Fir_22Apr22_300SA_p01_95_1_3452.zip
nmdc:omprc-11-4fk56w87,1000s_TALL_FTMS_SPE_BTM_1_31Oct22_Mag_300SA_p025_160_1_7173.zip
nmdc:omprc-11-4hdqcy12,1000s_SCBI_FTMS_SPE_BTM_1_25Oct22_Mag_300SA_p025_66_1_6979.zip
nmdc:omprc-11-4j32j721,1000s_WY01_FTMS_SPE_TOP_3_31Oct22_Mag_300SA_p025_138_1_7151.zip
nmdc:omprc-11-4nat3440,1000S_WSU3_RR_FTMS_SPE_TOP_1_run1_Fir_26Apr22_300SA_p01_1_1_3565.zip
nmdc:omprc-11-4nevv518,1000S_CFS2_FTMS_SPE_BTM_3_run1_Fir_22Apr22_300SA_p01_22_1_3379.zip
nmdc:omprc-11-4wen7q14,1000s_SRR1_FTMS_SPE_BTM_3_31Oct22_Mag_300SA_p025_127_1_7140.zip
nmdc:omprc-11-4wgm5933,1000S_NWBA_FTMS_SPE_TOP_2_run2_Fir_22Apr22_300SA_p01_141_1_3498.zip
nmdc:omprc-11-4yjgs606,1000S_WSU1_RR_FTMS_SPE_TOP_3_run2_Fir_27Apr22_300SA_p01_1_1_3616.zip
nmdc:omprc-11-52vr3381,1000S_WSU2_RR_FTMS_SPE_BTM_3_run2_Fir_28Apr22_300SA_p01_1_1_3631.zip
nmdc:omprc-11-53fjh313,1000S_CFS1_FTMS_SPE_TOP_3_run2_Fir_27Apr22_300SA_p01_1_1_3613.zip
nmdc:omprc-11-560yw232,1000s_BLAN_FTMS_SPE_BTM_2_29Oct22_Mag_300SA_p025_149_1_7099.zip
nmdc:omprc-11-57v6fd76,1000s_WY15_FTMS_SPE_BTM_3_01Nov22_Mag_300SA_p025_204_1_7217.zip
nmdc:omprc-11-58x10f82,1000S_PETF_FTMS_SPE_TOP_1_run2_Fir_22Apr22_300SA_p01_93_1_3450.zip
nmdc:omprc-11-5bds6q11,1000s_OSBS_FTMS_SPE_TOP_1_31Oct22_Mag_300SA_p025_140_1_7153.zip
nmdc:omprc-11-5c0jqv42,1000s_JERC_FTMS_SPE_TOP_2_02Nov22_Mag_300SA_p025_139_1_7254.zip
nmdc:omprc-11-5c9h4w86,1000s_ONAQ_FTMS_SPE_TOP_1_25Oct22_Mag_300SA_p025_110_1_7023.zip
nmdc:omprc-11-5cnpz811,1000s_DELA_FTMS_SPE_TOP_3_29Oct22_Mag_300SA_p025_136_1_7086.zip
nmdc:omprc-11-5dd1vt92,1000S_PRS1_FTMS_SPE_TOP_3_run1_Fir_22Apr22_300SA_p01_1_1_3342.zip
nmdc:omprc-11-5eq52407,1000S_FTA3_RR_FTMS_SPE_TOP_3_run2_Fir_26Apr22_300SA_p01_1_1_3588.zip
nmdc:omprc-11-5pyhyy90,1000S_WSU2_RR_FTMS_SPE_BTM_2_run2_Fir_28Apr22_300SA_p01_1_1_3632.zip
nmdc:omprc-11-5ssm5b88,1000S_WLLO_FTMS_SPE_TOP_3_run2_Fir_26Apr22_300SA_p01_1_1_3580.zip
nmdc:omprc-11-5wx00026,1000S_WLLO_FTMS_SPE_BTM_3_run1_Fir_25Apr22_300SA_p01_1_1_3531.zip
nmdc:omprc-11-6410kt57,1000s_ORNL_FTMS_SPE_BTM_3_25Oct22_Mag_300SA_p025_45_1_6958.zip
nmdc:omprc-11-6606b714,1000S_FTA5_FTMS_SPE_TOP_1_run2_Fir_22Apr22_300SA_p01_126_1_3483.zip
nmdc:omprc-11-66bcxw76,1000s_OSBS_FTMS_SPE_TOP_3_31Oct22_Mag_300SA_p025_135_1_7148.zip
nmdc:omprc-11-66dd3p14,1000S_WLUP_FTMS_SPE_TOP_2_run1_Fir_22Apr22_300SA_p01_57_1_3414.zip
nmdc:omprc-11-66pbft48,1000S_WSU3_RR_FTMS_SPE_TOP_3_run2_Fir_28Apr22_300SA_p01_1_1_3630.zip
nmdc:omprc-11-67rex617,1000s_ONAQ_FTMS_SPE_BTM_1_25Oct22_Mag_300SA_p025_47_1_6960.zip
nmdc:omprc-11-67z2bt30,1000s_RMNP_FTMS_SPE_TOP_3_01Nov22_Mag_300SA_p025_192_1_7205.zip
nmdc:omprc-11-6a6brf27,1000s_JORN_FTMS_SPE_TOP_2_31Oct22_Mag_300SA_p025_129_1_7142.zip
nmdc:omprc-11-6e1ktc49,1000S_OKPF_FTMS_SPE_BTM_3_run2_Fir_22Apr22_300SA_p01_92_1_3449.zip
nmdc:omprc-11-6ejjgv07,1000S_WLUP_FTMS_SPE_TOP_2_run2_Fir_22Apr22_300SA_p01_150_1_3507.zip
nmdc:omprc-11-6f49ff47,1000S_NWBA_FTMS_SPE_TOP_1_run2_Fir_22Apr22_300SA_p01_146_1_3503.zip
nmdc:omprc-11-6fcc9p63,1000s_ISNC_FTMS_SPE_BTM_2_02Nov22_Mag_300SA_p025_127_1_7242.zip
nmdc:omprc-11-6ffqgt87,1000s_NOGP_FTMS_SPE_TOP_2_01Nov22_Mag_300SA_p025_197_1_7210.zip
nmdc:omprc-11-6hdmhg72,1000s_CPER_FTMS_SPE_TOP_3_29Oct22_Mag_300SA_p025_123_1_7073.zip
nmdc:omprc-11-6hg59182,1000s_ISNC_FTMS_SPE_TOP_2_01Nov22_Mag_300SA_p025_193_1_7206.zip
nmdc:omprc-11-6j63w840,1000S_OKPF_FTMS_SPE_BTM_1_run1_Fir_22Apr22_300SA_p01_1_1_3350.zip
nmdc:omprc-11-6j707777,1000S_CFS2_FTMS_SPE_TOP_3_run1_Fir_22Apr22_300SA_p01_14_1_3371.zip
nmdc:omprc-11-6mbfsz04,1000S_WLUP_FTMS_SPE_TOP_3_run1_Fir_25Apr22_300SA_p01_1_1_3514.zip
nmdc:omprc-11-6nj0ce19,1000s_MLBS_FTMS_SPE_BTM_1_01Nov22_Mag_300SA_p025_211_1_7224.zip
nmdc:omprc-11-6q9f5982,1000s_DSNY_FTMS_SPE_BTM_2_29Oct22_Mag_300SA_p025_158_1_7108.zip
nmdc:omprc-11-6qa80n65,1000S_WLLO_FTMS_SPE_BTM_1_run1_Fir_22Apr22_300SA_p01_42_1_3399.zip
nmdc:omprc-11-6rkkkf49,1000S_PHTU_FTMS_SPE_TOP_1_run2_Fir_22Apr22_300SA_p01_147_1_3504.zip
nmdc:omprc-11-6sa15843,1000s_SERC_FTMS_SPE_BTM_1_01Nov22_Mag_300SA_p025_195_1_7208.zip
nmdc:omprc-11-6tkd9d11,1000s_WY15_FTMS_SPE_TOP_2_01Nov22_Mag_300SA_p025_198_1_7211.zip
nmdc:omprc-11-6xp8rh59,1000s_ISCC_FTMS_SPE_TOP_2_29Oct22_Mag_300SA_p025_145_1_7095.zip
nmdc:omprc-11-6z8ksm96,1000S_PRS1_FTMS_SPE_TOP_1_run1_Fir_22Apr22_300SA_p01_8_1_3365.zip
nmdc:omprc-11-6zbcbs05,1000s_WY10_FTMS_SPE_BTM_2_31Oct22_Mag_300SA_p025_171_1_7184.zip
nmdc:omprc-11-729n7y15,1000s_SJER_FTMS_SPE_TOP_3_25Oct22_Mag_300SA_p025_97_1_7010.zip
nmdc:omprc-11-753a5828,1000s_OKPF_FTMS_SPE_BTM_2_25Oct22_Mag_300SA_p025_67_1_6980.zip
nmdc:omprc-11-76cvyw35,1000S_PPRH_FTMS_SPE_BTM_2_run2_Fir_22Apr22_300SA_p01_74_1_3431.zip
nmdc:omprc-11-799qs740,1000s_DELA_FTMS_SPE_BTM_2_29Oct22_Mag_300SA_p025_129_1_7079.zip
nmdc:omprc-11-7a080z26,1000s_UT12_FTMS_SPE_BTM_2_31Oct22_Mag_300SA_p025_148_1_7161.zip
nmdc:omprc-11-7aq8pg74,1000s_DCFS_FTMS_SPE_BTM_2_29Oct22_Mag_300SA_p025_133_1_7083.zip
nmdc:omprc-11-7cxf6133,1000S_NWBA_FTMS_SPE_BTM_3_run2_Fir_22Apr22_300SA_p01_111_1_3468.zip
nmdc:omprc-11-7evvpq29,1000S_PETF_FTMS_SPE_BTM_1_run1_Fir_22Apr22_300SA_p01_1_1_3337.zip
nmdc:omprc-11-7f758h74,1000s_DELA_FTMS_SPE_BTM_1_29Oct22_Mag_300SA_p025_169_1_7119.zip
nmdc:omprc-11-7j549g78,1000S_CFS1_FTMS_SPE_BTM_3_run2_Fir_26Apr22_300SA_p01_6_1_3597.zip
nmdc:omprc-11-7j5syk83,1000S_FTA5_FTMS_SPE_BTM_2_run1_Fir_22Apr22_300SA_p01_23_1_3380.zip
nmdc:omprc-11-7prs2775,1000s_UT23_FTMS_SPE_TOP_2_25Oct22_Mag_300SA_p025_119_1_7032.zip
nmdc:omprc-11-7q07r459,1000S_PRS1_FTMS_SPE_TOP_1_run2_Fir_22Apr22_300SA_p01_112_1_3469.zip
nmdc:omprc-11-7whs7t22,1000s_UKFS_FTMS_SPE_TOP_1_rr_28Oct22_Mag_300SA_p025_137_1_7050.zip
nmdc:omprc-11-7xkvr465,1000s_DELA_FTMS_SPE_TOP_2_29Oct22_Mag_300SA_p025_126_1_7076.zip
nmdc:omprc-11-80b4sa87,1000s_RMNP_FTMS_SPE_BTM_2_31Oct22_Mag_300SA_p025_173_1_7186.zip
nmdc:omprc-11-813m8744,1000s_SRER_FTMS_SPE_BTM_3_rr_28Oct22_Mag_300SA_p025_146_1_7059.zip
nmdc:omprc-11-82qwbr53,1000S_CFS1_FTMS_SPE_BTM_2_run1_Fir_22Apr22_300SA_p01_47_1_3404.zip
nmdc:omprc-11-87y2kc38,1000S_OKPF_FTMS_SPE_BTM_1_run2_Fir_22Apr22_300SA_p01_87_1_3444.zip
nmdc:omprc-11-8ajawk65,1000S_PPRH_FTMS_SPE_BTM_2_run1_Fir_22Apr22_300SA_p01_1_1_3351.zip
nmdc:omprc-11-8ce91k45,1000s_DCFS_FTMS_SPE_TOP_2_29Oct22_Mag_300SA_p025_166_1_7116.zip
nmdc:omprc-11-8f56jb32,1000S_WSU2_RR_FTMS_SPE_TOP_1_run1_Fir_26Apr22_300SA_p01_1_1_3564.zip
nmdc:omprc-11-8qmm2q27,1000S_NWBC_FTMS_SPE_TOP_1_run1_Fir_22Apr22_300SA_p01_56_1_3413.zip
nmdc:omprc-11-8qz4me57,1000S_WLLO_FTMS_SPE_BTM_2_run2_Fir_22Apr22_300SA_p01_148_1_3505.zip
nmdc:omprc-11-8vv67z60,1000S_OCTU_FTMS_SPE_BTM_3_run1_Fir_25Apr22_300SA_p01_1_1_3519.zip
nmdc:omprc-11-91abf556,1000S_NWBC_FTMS_SPE_TOP_2_run2_Fir_22Apr22_300SA_p01_84_1_3441.zip
nmdc:omprc-11-94tv1x31,1000s_CPER_FTMS_SPE_TOP_2_29Oct22_Mag_300SA_p025_165_1_7115.zip
nmdc:omprc-11-95nyar57,1000s_NOGP_FTMS_SPE_BTM_1_31Oct22_Mag_300SA_p025_151_1_7164.zip
nmdc:omprc-11-95tnr319,1000S_WSU2_RR_FTMS_SPE_BTM_1_run1_Fir_26Apr22_300SA_p01_1_1_3568.zip
nmdc:omprc-11-9623mz78,1000S_PPRH_FTMS_SPE_TOP_2_run2_Fir_22Apr22_300SA_p01_63_1_3420.zip
nmdc:omprc-11-99dbr971,1000S_OKPF_FTMS_SPE_TOP_3_run1_Fir_22Apr22_300SA_p01_1_1_3349.zip
nmdc:omprc-11-9dwk2t22,1000s_SRER_FTMS_SPE_TOP_3_rr_28Oct22_Mag_300SA_p025_125_1_7038.zip
nmdc:omprc-11-9efdty92,1000s_SOAP_FTMS_SPE_TOP_3_31Oct22_Mag_300SA_p025_134_1_7147.zip
nmdc:omprc-11-9jg2fg44,1000s_WY10_FTMS_SPE_TOP_3_31Oct22_Mag_300SA_p025_159_1_7172.zip
nmdc:omprc-11-9kj3j217,1000S_NWBC_FTMS_SPE_BTM_1_run1_Fir_22Apr22_300SA_p01_24_1_3381.zip
nmdc:omprc-11-9kq7fj73,1000S_FTA5_FTMS_SPE_TOP_3_run2_Fir_27Apr22_300SA_p01_1_1_3609.zip
nmdc:omprc-11-9v561p63,1000S_PRS2_FTMS_SPE_TOP_1_run1_Fir_22Apr22_300SA_p01_1_1_3354.zip
nmdc:omprc-11-a0tjcx26,1000s_ISCC_FTMS_SPE_TOP_1_rr_28Oct22_Mag_300SA_p025_132_1_7045.zip
nmdc:omprc-11-a1tpjh81,1000s_SJER_FTMS_SPE_BTM_1_25Oct22_Mag_300SA_p025_113_1_7026.zip
nmdc:omprc-11-a4rp1341,1000s_LENO_FTMS_SPE_TOP_2_29Oct22_Mag_300SA_p025_144_1_7094.zip
nmdc:omprc-11-a5cfy062,1000S_WSU1_RR_FTMS_SPE_BTM_2_run2_Fir_27Apr22_300SA_p01_1_1_3615.zip
nmdc:omprc-11-a5rmb657,1000s_SJER_FTMS_SPE_TOP_2_25Oct22_Mag_300SA_p025_86_1_6999.zip
nmdc:omprc-11-a6vb0b81,1000S_CFS2_FTMS_SPE_BTM_2_run2_Fir_22Apr22_300SA_p01_133_1_3490.zip
nmdc:omprc-11-abadnd25,1000s_UT12_FTMS_SPE_BTM_1_rr_28Oct22_Mag_300SA_p025_136_1_7049.zip
nmdc:omprc-11-aep8f298,1000s_SERC_FTMS_SPE_TOP_1_25Oct22_Mag_300SA_p025_75_1_6988.zip
nmdc:omprc-11-ag1xtx15,1000S_WSU2_RR_FTMS_SPE_TOP_2_run2_Fir_26Apr22_300SA_p01_1_1_3590.zip
nmdc:omprc-11-agr3zb96,1000S_WLLO_FTMS_SPE_BTM_1_run2_Fir_22Apr22_300SA_p01_138_1_3495.zip
nmdc:omprc-11-agzd9y36,1000s_WY01_FTMS_SPE_BTM_1_31Oct22_Mag_300SA_p025_175_1_7188.zip
nmdc:omprc-11-aneg9t09,1000S_OCTU_FTMS_SPE_TOP_1_run1_Fir_22Apr22_300SA_p01_1_1_3352.zip
nmdc:omprc-11-aq2vqt79,1000S_WLLO_FTMS_SPE_TOP_1_run2_Fir_22Apr22_300SA_p01_129_1_3486.zip
nmdc:omprc-11-arj8tk50,1000s_OKPF_FTMS_SPE_TOP_3_25Oct22_Mag_300SA_p025_112_1_7025.zip
nmdc:omprc-11-at052e04,1000s_SCBI_FTMS_SPE_BTM_3_25Oct22_Mag_300SA_p025_89_1_7002.zip
nmdc:omprc-11-ayhhzp75,1000s_CLBJ_FTMS_SPE_BTM_3_29Oct22_Mag_300SA_p025_175_1_7125.zip
nmdc:omprc-11-az53wt13,1000S_PETF_FTMS_SPE_BTM_3_run2_Fir_22Apr22_300SA_p01_101_1_3458.zip
nmdc:omprc-11-b0amcr23,1000s_WY01_FTMS_SPE_TOP_2_25Oct22_Mag_300SA_p025_76_1_6989.zip
nmdc:omprc-11-b1879714,1000s_SRER_FTMS_SPE_TOP_1_25Oct22_Mag_300SA_p025_52_1_6965.zip
nmdc:omprc-11-b28dee75,1000s_DELA_FTMS_SPE_BTM_3_29Oct22_Mag_300SA_p025_164_1_7114.zip
nmdc:omprc-11-b2y70v48,1000S_WSU2_RR_FTMS_SPE_BTM_1_run2_Fir_28Apr22_300SA_p01_1_1_3628.zip
nmdc:omprc-11-b4jnv502,1000s_WY01_FTMS_SPE_TOP_1_31Oct22_Mag_300SA_p025_130_1_7143.zip
nmdc:omprc-11-b5cdwq30,1000s_DELA_FTMS_SPE_TOP_1_29Oct22_Mag_300SA_p025_177_1_7127.zip
nmdc:omprc-11-b7qg1f02,1000S_WSU3_RR_FTMS_SPE_TOP_2_run2_Fir_27Apr22_300SA_p01_1_1_3617.zip
nmdc:omprc-11-b8tekt67,1000S_WSU1_RR_FTMS_SPE_TOP_2_run2_Fir_28Apr22_300SA_p01_1_1_3637.zip
nmdc:omprc-11-b9cyvt07,1000s_WY09_FTMS_SPE_BTM_1_01Nov22_Mag_300SA_p025_191_1_7204.zip
nmdc:omprc-11-bg5t9a84,1000S_PETF_FTMS_SPE_TOP_3_run1_Fir_22Apr22_300SA_p01_32_1_3389.zip
nmdc:omprc-11-bmq9r873,1000s_ANZA_FTMS_SPE_BTM_1_29Oct22_Mag_300SA_p025_167_1_7117.zip
nmdc:omprc-11-bnbzr620,1000S_WSU3_RR_FTMS_SPE_TOP_2_run1_Fir_26Apr22_300SA_p01_1_1_3571.zip
nmdc:omprc-11-bpk9wq71,1000S_PETF_FTMS_SPE_TOP_3_run2_Fir_22Apr22_300SA_p01_140_1_3497.zip
nmdc:omprc-11-brn74415,1000s_JORN_FTMS_SPE_BTM_3_31Oct22_Mag_300SA_p025_147_1_7160.zip
nmdc:omprc-11-bs575e74,1000s_UT12_FTMS_SPE_BTM_3_25Oct22_Mag_300SA_p025_118_1_7031.zip
nmdc:omprc-11-bt2nhq36,1000s_ANZA_FTMS_SPE_BTM_3_25Oct22_Mag_300SA_p025_57_1_6970.zip
nmdc:omprc-11-bx7avx86,1000s_SRER_FTMS_SPE_TOP_2_rr_28Oct22_Mag_300SA_p025_143_1_7056.zip
nmdc:omprc-11-c2arz697,1000S_NWBC_FTMS_SPE_TOP_2_run1_Fir_22Apr22_300SA_p01_1_1_3346.zip
