file_name,file_path,file_size_bytes,file_extension,error,creation_time,write_time,instrument_model,instrument_name,instrument_serial_number,scan_types,scan_levels,collision_energies,ms2_types,polarity,mz_min,mz_max,rt_min,rt_max,total_scans
Miesel_60009_15_MOAB_A_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9079.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_15_MOAB_A_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9079.d,4096,.d,,2026-05-08T23:25:38.834011,2023-01-27T23:58:28-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0089,9.0089,1.0
Miesel_60009_15_MOAB_A_PRE_Met_SPE_r1_300SA_IATp03_9262.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_15_MOAB_A_PRE_Met_SPE_r1_300SA_IATp03_9262.d,4096,.d,,2026-05-08T23:25:38.866011,2023-01-30T19:11:48-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0093,9.0093,1.0
Miesel_60009_15_MOAB_A_PRE_Met_SPE_r2_300SA_IATp03_9643.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_15_MOAB_A_PRE_Met_SPE_r2_300SA_IATp03_9643.d,4096,.d,,2026-05-08T23:25:38.918012,2023-02-13T02:36:51-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0095,9.0095,1.0
Miesel_60009_16_NGPR_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9022.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_16_NGPR_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9022.d,4096,.d,,2026-05-08T23:25:38.946012,2023-01-27T02:49:38-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0091,9.0091,1.0
Miesel_60009_16_NGPR_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9160.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_16_NGPR_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9160.d,4096,.d,,2026-05-08T23:25:38.994012,2023-01-29T05:37:46-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.009,9.009,1.0
Miesel_60009_16_NGPR_A_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9196.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_16_NGPR_A_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9196.d,4096,.d,,2026-05-08T23:25:39.034013,2023-01-29T18:48:34-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.006,9.006,1.0
Miesel_60009_16_NGPR_A_PRE_Met_SPE_r2_300SA_IATp03_9603.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_16_NGPR_A_PRE_Met_SPE_r2_300SA_IATp03_9603.d,4096,.d,,2026-05-08T23:25:39.066013,2023-02-12T12:58:11-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.009,9.009,1.0
Miesel_60009_17_NIWO_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9047.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_17_NIWO_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9047.d,4096,.d,,2026-05-08T23:25:39.110013,2023-01-27T11:58:48-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0067,9.0067,1.0
Miesel_60009_17_NIWO_A_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9104.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_17_NIWO_A_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9104.d,4096,.d,,2026-05-08T23:25:39.150014,2023-01-28T09:07:38-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0092,9.0092,1.0
Miesel_60009_17_NIWO_A_PRE_Met_SPE_r1_300SA_IATp03_9294.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_17_NIWO_A_PRE_Met_SPE_r1_300SA_IATp03_9294.d,4096,.d,,2026-05-08T23:25:39.202014,2023-01-31T06:54:44-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0091,9.0091,1.0
Miesel_60009_17_NIWO_A_PRE_Met_SPE_r2_300SA_IATp03_9562.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_17_NIWO_A_PRE_Met_SPE_r2_300SA_IATp03_9562.d,4096,.d,,2026-05-08T23:25:39.278015,2023-02-11T22:59:03-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0089,9.0089,1.0
Miesel_60009_18_OSBS_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9054.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_18_OSBS_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9054.d,4096,.d,,2026-05-08T23:25:39.318015,2023-01-27T14:49:18-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0088,9.0088,1.0
Miesel_60009_18_OSBS_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9130.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_18_OSBS_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9130.d,4096,.d,,2026-05-08T23:25:39.346015,2023-01-28T18:38:46-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0087,9.0087,1.0
Miesel_60009_18_OSBS_A_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9191.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_18_OSBS_A_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9191.d,4096,.d,,2026-05-08T23:25:39.390015,2023-01-29T16:58:44-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0096,9.0096,1.0
Miesel_60009_18_OSBS_A_PRE_Met_SPE_r2_300SA_IATp03_9589.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_18_OSBS_A_PRE_Met_SPE_r2_300SA_IATp03_9589.d,4096,.d,,2026-05-08T23:25:39.426016,2023-02-12T08:11:39-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0085,9.0085,1.0
Miesel_60009_19_RMNP_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9032.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_19_RMNP_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9032.d,4096,.d,,2026-05-08T23:25:39.462016,2023-01-27T06:29:18-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0086,9.0086,1.0
Miesel_60009_19_RMNP_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9126.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_19_RMNP_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9126.d,4096,.d,,2026-05-08T23:25:39.502016,2023-01-28T17:10:54-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0088,9.0088,1.0
Miesel_60009_19_RMNP_A1_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9179.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_19_RMNP_A1_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9179.d,4096,.d,,2026-05-08T23:25:39.538017,2023-01-29T12:35:08-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0092,9.0092,1.0
Miesel_60009_19_RMNP_A1_PRE_Met_SPE_r2_300SA_IATp03_9584.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_19_RMNP_A1_PRE_Met_SPE_r2_300SA_IATp03_9584.d,4096,.d,,2026-05-08T23:25:39.578017,2023-02-12T06:29:19-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0094,9.0094,1.0
Miesel_60009_20_SERC_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9012.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_20_SERC_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9012.d,4096,.d,,2026-05-08T23:25:39.614017,2023-01-26T23:09:58-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0097,9.0097,1.0
Miesel_60009_20_SERC_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9148.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_20_SERC_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9148.d,4096,.d,,2026-05-08T23:25:39.646017,2023-01-29T01:14:10-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0087,9.0087,1.0
Miesel_60009_20_SERC_A_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9189.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_20_SERC_A_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9189.d,4096,.d,,2026-05-08T23:25:39.686018,2023-01-29T16:14:48-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0088,9.0088,1.0
Miesel_60009_20_SERC_A_PRE_Met_SPE_r2_300SA_IATp03_9629.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_20_SERC_A_PRE_Met_SPE_r2_300SA_IATp03_9629.d,4096,.d,,2026-05-08T23:25:39.714018,2023-02-12T21:50:19-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0098,9.0098,1.0
Miesel_60009_21_SJER_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8990.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_21_SJER_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8990.d,4096,.d,,2026-05-08T23:25:39.762018,2023-01-26T15:06:41-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0094,9.0094,1.0
Miesel_60009_21_SJER_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9137.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_21_SJER_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9137.d,4096,.d,,2026-05-08T23:25:39.802019,2023-01-28T21:12:32-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0089,9.0089,1.0
Miesel_60009_21_SJER_A_PRE_Met_SPE_r1_300SA_IATp03_9251.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_21_SJER_A_PRE_Met_SPE_r1_300SA_IATp03_9251.d,4096,.d,,2026-05-08T23:25:39.834019,2023-01-30T15:10:10-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0091,9.0091,1.0
Miesel_60009_21_SJER_A_PRE_Met_SPE_r2_300SA_IATp03_9597.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_21_SJER_A_PRE_Met_SPE_r2_300SA_IATp03_9597.d,4096,.d,,2026-05-08T23:25:39.882019,2023-02-12T10:55:23-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0061,9.0061,1.0
Miesel_60009_22_SOAP_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9057.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_22_SOAP_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9057.d,4096,.d,,2026-05-08T23:25:39.918020,2023-01-27T15:55:12-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0088,9.0088,1.0
Miesel_60009_22_SOAP_A_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9085.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_22_SOAP_A_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9085.d,4096,.d,,2026-05-08T23:25:39.946020,2023-01-28T02:10:16-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0089,9.0089,1.0
Miesel_60009_22_SOAP_A_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9184.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_22_SOAP_A_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9184.d,4096,.d,,2026-05-08T23:25:39.994020,2023-01-29T14:24:58-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0094,9.0094,1.0
Miesel_60009_22_SOAP_A_PRE_Met_SPE_r2_300SA_IATp03_9579.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_22_SOAP_A_PRE_Met_SPE_r2_300SA_IATp03_9579.d,4096,.d,,2026-05-08T23:25:40.030020,2023-02-12T04:46:59-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0096,9.0096,1.0
Miesel_60009_23_STEI_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9033.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_23_STEI_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9033.d,4096,.d,,2026-05-08T23:25:40.070021,2023-01-27T06:51:16-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0092,9.0092,1.0
Miesel_60009_23_STEI_A1_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9094.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_23_STEI_A1_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9094.d,4096,.d,,2026-05-08T23:25:40.098021,2023-01-28T05:27:58-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0066,9.0066,1.0
Miesel_60009_23_STEI_A1_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9192.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_23_STEI_A1_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9192.d,4096,.d,,2026-05-08T23:25:40.146021,2023-01-29T17:20:42-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0096,9.0096,1.0
Miesel_60009_23_STEI_A1_PRE_Met_SPE_r2_300SA_IATp03_9623.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_23_STEI_A1_PRE_Met_SPE_r2_300SA_IATp03_9623.d,4096,.d,,2026-05-08T23:25:40.186022,2023-02-12T19:47:31-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0104,9.0104,1.0
Miesel_60009_24_TALL_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9043.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_24_TALL_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9043.d,4096,.d,,2026-05-08T23:25:40.214022,2023-01-27T10:30:56-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.009,9.009,1.0
Miesel_60009_24_TALL_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9131.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_24_TALL_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9131.d,4096,.d,,2026-05-08T23:25:40.258022,2023-01-28T19:00:44-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0096,9.0096,1.0
Miesel_60009_24_TALL_A1_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9241.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_24_TALL_A1_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9241.d,4096,.d,,2026-05-08T23:25:40.298023,2023-01-30T11:30:30-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0098,9.0098,1.0
Miesel_60009_24_TALL_A1_PRE_Met_SPE_r2_300SA_IATp03_9587.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_24_TALL_A1_PRE_Met_SPE_r2_300SA_IATp03_9587.d,4096,.d,,2026-05-08T23:25:40.338023,2023-02-12T07:30:43-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0094,9.0094,1.0
Miesel_60009_25_TREE_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9029.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_25_TREE_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9029.d,4096,.d,,2026-05-08T23:25:40.382023,2023-01-27T05:23:23-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0085,9.0085,1.0
Miesel_60009_25_TREE_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9162.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_25_TREE_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9162.d,4096,.d,,2026-05-08T23:25:40.418023,2023-01-29T06:21:42-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0093,9.0093,1.0
Miesel_60009_25_TREE_A1_PRE_Met_SPE_r1_300SA_IATp03_9292.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_25_TREE_A1_PRE_Met_SPE_r1_300SA_IATp03_9292.d,4096,.d,,2026-05-08T23:25:40.446023,2023-01-31T06:10:48-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0092,9.0092,1.0
Miesel_60009_25_TREE_A1_PRE_Met_SPE_r2_300SA_IATp03_9565.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_25_TREE_A1_PRE_Met_SPE_r2_300SA_IATp03_9565.d,4096,.d,,2026-05-08T23:25:40.490024,2023-02-12T00:00:27-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0094,9.0094,1.0
Miesel_60009_26_UNDE_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8996.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_26_UNDE_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8996.d,4096,.d,,2026-05-08T23:25:40.518024,2023-01-26T17:18:30-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0091,9.0091,1.0
Miesel_60009_26_UNDE_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9155.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_26_UNDE_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9155.d,4096,.d,,2026-05-08T23:25:40.562024,2023-01-29T03:47:56-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0095,9.0095,1.0
Miesel_60009_26_UNDE_A_PRE_Met_SPE_r1_300SA_IATp03_9279.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_26_UNDE_A_PRE_Met_SPE_r1_300SA_IATp03_9279.d,4096,.d,,2026-05-08T23:25:40.602025,2023-01-31T01:25:14-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0093,9.0093,1.0
Miesel_60009_26_UNDE_A_PRE_Met_SPE_r2_300SA_IATp03_9640.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_26_UNDE_A_PRE_Met_SPE_r2_300SA_IATp03_9640.d,4096,.d,,2026-05-08T23:25:40.630025,2023-02-13T01:35:27-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0091,9.0091,1.0
Miesel_60009_27_WREF_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9060.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_27_WREF_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9060.d,4096,.d,,2026-05-08T23:25:40.674025,2023-01-27T17:01:06-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0092,9.0092,1.0
Miesel_60009_27_WREF_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9107.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_27_WREF_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9107.d,4096,.d,,2026-05-08T23:25:40.710026,2023-01-28T10:13:32-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.009,9.009,1.0
Miesel_60009_27_WREF_A1_PRE_Met_SPE_r1_300SA_IATp03_9277.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_27_WREF_A1_PRE_Met_SPE_r1_300SA_IATp03_9277.d,4096,.d,,2026-05-08T23:25:40.746026,2023-01-31T00:41:18-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0087,9.0087,1.0
Miesel_60009_27_WREF_A1_PRE_Met_SPE_r2_300SA_IATp03_9598.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_27_WREF_A1_PRE_Met_SPE_r2_300SA_IATp03_9598.d,4096,.d,,2026-05-08T23:25:40.782026,2023-02-12T11:15:51-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0086,9.0086,1.0
Miesel_60009_37_ABBY_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9021.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_37_ABBY_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9021.d,4096,.d,,2026-05-08T23:25:40.822026,2023-01-27T02:27:39-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0095,9.0095,1.0
Miesel_60009_37_ABBY_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9118.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_37_ABBY_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9118.d,4096,.d,,2026-05-08T23:25:40.902027,2023-01-28T14:15:10-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0099,9.0099,1.0
Miesel_60009_37_ABBY_A_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9178.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_37_ABBY_A_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9178.d,4096,.d,,2026-05-08T23:25:40.950027,2023-01-29T12:13:10-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0087,9.0087,1.0
Miesel_60009_37_ABBY_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9630.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_37_ABBY_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9630.d,4096,.d,,2026-05-08T23:25:40.986028,2023-02-12T22:10:47-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0091,9.0091,1.0
Miesel_60009_38_BARR_Oaf_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9053.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_38_BARR_Oaf_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9053.d,4096,.d,,2026-05-08T23:25:41.014028,2023-01-27T14:27:20-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0087,9.0087,1.0
Miesel_60009_38_BARR_Oaf_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9142.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_38_BARR_Oaf_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9142.d,4096,.d,,2026-05-08T23:25:41.098029,2023-01-28T23:02:22-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0103,9.0103,1.0
