biosample_id,raw_data_identifier,processedsample_placeholder,material_processing_protocol_id
nmdc:bsm-11-6m5dma62,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_74LM_BESC-866-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run320.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6m5dma62,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_74LM_BESC-866-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run319.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6m5dma62,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_74LM_BESC-866-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run315.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6m5dma62,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_74LM_BESC-866-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run314.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6xa4vj59,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_9LM_BESC-133-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run288.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6xa4vj59,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_9LM_BESC-133-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run287.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6xa4vj59,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_9LM_BESC-133-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run284.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6xa4vj59,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_9LM_BESC-133-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run283.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6y26bz06,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_50LM_BESC-448-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run306.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6y26bz06,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_50LM_BESC-448-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run305.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6y26bz06,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_50LM_BESC-448-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run302.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6y26bz06,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_50LM_BESC-448-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run301.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6ya0cs71,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_44LM_BESC-388-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run169.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6ya0cs71,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_44LM_BESC-388-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run168.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6ya0cs71,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_44LM_BESC-388-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run166.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6ya0cs71,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_44LM_BESC-388-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run165.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6z11g163,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_26LM_BESC-307-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run84.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6z11g163,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_26LM_BESC-307-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run83.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6z11g163,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_26LM_BESC-307-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run83.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-6z11g163,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_26LM_BESC-307-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run82.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-73zqmh40,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_3LM_BESC-13-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run226.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-73zqmh40,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_3LM_BESC-13-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run225.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-73zqmh40,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_3LM_BESC-13-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run223.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-73zqmh40,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_3LM_BESC-13-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run222.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-7cfwd964,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_89LM_GW-4579-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run270.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-7cfwd964,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_89LM_GW-4579-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run269.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-7cfwd964,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_89LM_GW-4579-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run266.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-7cfwd964,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_89LM_GW-4579-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run265.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-7yg2ne22,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_64LM_BESC-845-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run125.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-7yg2ne22,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_64LM_BESC-845-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run124.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-7yg2ne22,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_64LM_BESC-845-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run123.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-7yg2ne22,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_64LM_BESC-845-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run122.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-7z1qvf63,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run220.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-7z1qvf63,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run219.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-7z1qvf63,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run217.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-7z1qvf63,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run216.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-82qw5v38,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_62LM_BESC-845-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run300.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-82qw5v38,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_62LM_BESC-845-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run299.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-82qw5v38,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_62LM_BESC-845-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run296.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-82qw5v38,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_62LM_BESC-845-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run295.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-8bewbp90,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run92.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-8bewbp90,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run91.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-8bewbp90,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run90.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-8bewbp90,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run89.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-8cgpqn03,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_86LM_GW-11047-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run163.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-8cgpqn03,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_86LM_GW-11047-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run162.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-8cgpqn03,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_86LM_GW-11047-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run160.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-8cgpqn03,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_86LM_GW-11047-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run159.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-8e43d898,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_72LM_BESC-86-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run113.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-8e43d898,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_72LM_BESC-86-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run112.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-8e43d898,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_72LM_BESC-86-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run111.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-8e43d898,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_72LM_BESC-86-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run110.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-91bdea61,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_42LM_BESC-360-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run229.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-91bdea61,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_42LM_BESC-360-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run228.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-91bdea61,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_42LM_BESC-360-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run226.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-91bdea61,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_42LM_BESC-360-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run225.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-94c2xj88,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_34LM_BESC-351-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run190.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-94c2xj88,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_34LM_BESC-351-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run189.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-94c2xj88,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_34LM_BESC-351-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run187.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-94c2xj88,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_34LM_BESC-351-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run186.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-9c0hk014,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_98LM_GW-9591-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run279.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-9c0hk014,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_98LM_GW-9591-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run278.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-9c0hk014,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_98LM_GW-9591-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run275.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-9c0hk014,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_98LM_GW-9591-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run274.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-b9cjnj29,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_60LM_BESC-845-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run60.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-b9cjnj29,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_60LM_BESC-845-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run59.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-b9cjnj29,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_60LM_BESC-845-Clat-LM_1_Rg70to1050-CE102040-leaf-S1_Run59.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-b9cjnj29,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_60LM_BESC-845-Clat-LM_1_Rg70to1050-CE102040-leaf-S1_Run58.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-bm9haf23,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_31LM_BESC-331-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run181.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-bm9haf23,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_31LM_BESC-331-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run180.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-bm9haf23,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_31LM_BESC-331-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run178.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-bm9haf23,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_31LM_BESC-331-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run177.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-c12hyq86,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_14LM_BESC-198-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run240.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-c12hyq86,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_14LM_BESC-198-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run239.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-c12hyq86,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_14LM_BESC-198-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run236.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-c12hyq86,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_14LM_BESC-198-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run235.mzML,ProcessedSample3_leaf,leaf
nmdc:bsm-11-c756vg97,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_16LM_BESC-234-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run187.mzML,ProcessedSample3_leaf,leaf
