sample_id,raw_data_file,processed_data_directory,srfa_calib_path,calibration_id,mass_spec_configuration_name,instrument_used,processing_institution_workflow,processing_institution_generation,instrument_analysis_end_date,instrument_instance_specifier,associated_studies
nmdc:procsm-11-80w2wm41,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_21_SJER_A_PRE_Met_SPE_r2_300SA_IATp03_9597.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_21_SJER_A_PRE_Met_SPE_r2_300SA_IATp03_9597,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_10Feb23_Fir_300SA_IATp01_9585.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-02-12T10:55:23Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-sjmzxz89,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_22_SOAP_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9057.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_22_SOAP_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9057,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9044.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-27T15:55:12Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-sjmzxz89,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_22_SOAP_A_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9085.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_22_SOAP_A_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9085,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9076.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-28T02:10:16Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-28yatd50,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_22_SOAP_A_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9184.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_22_SOAP_A_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9184,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9168.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-29T14:24:58Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-28yatd50,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_22_SOAP_A_PRE_Met_SPE_r2_300SA_IATp03_9579.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_22_SOAP_A_PRE_Met_SPE_r2_300SA_IATp03_9579,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9389.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-02-12T04:46:59Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-een62v13,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_23_STEI_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9033.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_23_STEI_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9033,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9014.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-27T06:51:16Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-een62v13,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_23_STEI_A1_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9094.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_23_STEI_A1_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9094,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9076.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-28T05:27:58Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-ec2e4623,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_23_STEI_A1_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9192.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_23_STEI_A1_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9192,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9168.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-29T17:20:42Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-ec2e4623,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_23_STEI_A1_PRE_Met_SPE_r2_300SA_IATp03_9623.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_23_STEI_A1_PRE_Met_SPE_r2_300SA_IATp03_9623,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_10Feb23_Fir_300SA_IATp01_9617.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-02-12T19:47:31Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-2600fg66,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_24_TALL_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9043.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_24_TALL_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9043,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9014.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-27T10:30:56Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-2600fg66,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_24_TALL_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9131.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_24_TALL_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9131,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9108.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-28T19:00:44Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-t9pmkm36,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_24_TALL_A1_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9241.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_24_TALL_A1_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9241,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9235.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-30T11:30:30Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-t9pmkm36,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_24_TALL_A1_PRE_Met_SPE_r2_300SA_IATp03_9587.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_24_TALL_A1_PRE_Met_SPE_r2_300SA_IATp03_9587,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_10Feb23_Fir_300SA_IATp01_9585.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-02-12T07:30:43Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-aj4y6s68,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_25_TREE_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9029.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_25_TREE_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9029,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9014.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-27T05:23:23Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-aj4y6s68,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_25_TREE_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9162.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_25_TREE_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9162,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9140.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-29T06:21:42Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-8e0k9x36,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_25_TREE_A1_PRE_Met_SPE_r1_300SA_IATp03_9292.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_25_TREE_A1_PRE_Met_SPE_r1_300SA_IATp03_9292,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9266.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-31T06:10:48Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-8e0k9x36,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_25_TREE_A1_PRE_Met_SPE_r2_300SA_IATp03_9565.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_25_TREE_A1_PRE_Met_SPE_r2_300SA_IATp03_9565,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9389.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-02-12T00:00:27Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-3hj5yw15,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_26_UNDE_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8996.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_26_UNDE_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8996,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_8983.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-26T17:18:30Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-3hj5yw15,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_26_UNDE_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9155.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_26_UNDE_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9155,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9140.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-29T03:47:56Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-vdxz7360,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_26_UNDE_A_PRE_Met_SPE_r1_300SA_IATp03_9279.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_26_UNDE_A_PRE_Met_SPE_r1_300SA_IATp03_9279,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9266.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-31T01:25:14Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-vdxz7360,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_26_UNDE_A_PRE_Met_SPE_r2_300SA_IATp03_9640.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_26_UNDE_A_PRE_Met_SPE_r2_300SA_IATp03_9640,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_10Feb23_Fir_300SA_IATp01_9617.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-02-13T01:35:27Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-x7d48k54,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_27_WREF_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9060.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_27_WREF_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9060,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9044.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-27T17:01:06Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-x7d48k54,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_27_WREF_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9107.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_27_WREF_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9107,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9076.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-28T10:13:32Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-6pk45315,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_27_WREF_A1_PRE_Met_SPE_r1_300SA_IATp03_9277.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_27_WREF_A1_PRE_Met_SPE_r1_300SA_IATp03_9277,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9266.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-31T00:41:18Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-6pk45315,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_27_WREF_A1_PRE_Met_SPE_r2_300SA_IATp03_9598.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_27_WREF_A1_PRE_Met_SPE_r2_300SA_IATp03_9598,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_10Feb23_Fir_300SA_IATp01_9585.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-02-12T11:15:51Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-w9fyjp80,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_37_ABBY_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9021.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_37_ABBY_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9021,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9014.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-27T02:27:39Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-w9fyjp80,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_37_ABBY_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9118.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_37_ABBY_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9118,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9108.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-28T14:15:10Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-kmxjag16,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_37_ABBY_A_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9178.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_37_ABBY_A_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9178,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9168.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-29T12:13:10Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-kmxjag16,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_37_ABBY_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9630.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_37_ABBY_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9630,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_10Feb23_Fir_300SA_IATp01_9617.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-02-12T22:10:47Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-hjmyy006,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_38_BARR_Oaf_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9053.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_38_BARR_Oaf_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9053,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9044.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-27T14:27:20Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-hjmyy006,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_38_BARR_Oaf_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9142.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_38_BARR_Oaf_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9142,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9140.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-28T23:02:22Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-6ky89t47,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_38_BARR_Oaf_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9183.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_38_BARR_Oaf_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9183,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9168.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-29T14:03:00Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-6ky89t47,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_38_BARR_Oaf_POST_MST_33_Met_SPE_r2_300SA_IATp03_9635.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_38_BARR_Oaf_POST_MST_33_Met_SPE_r2_300SA_IATp03_9635,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_10Feb23_Fir_300SA_IATp01_9617.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-02-12T23:53:07Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-aad9se78,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_39_BLAN_Ap1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8994.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_39_BLAN_Ap1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8994,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_8983.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-26T16:34:34Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-aad9se78,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_39_BLAN_Ap1_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9089.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_39_BLAN_Ap1_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9089,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9076.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-28T03:38:08Z,,['nmdc:sty-11-8bjf2432']
nmdc:procsm-11-3bytbx63,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_39_BLAN_Ap1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9260.zip,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/processed_20260513/Miesel_60009_39_BLAN_Ap1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9260,/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9235.zip,nmdc:calib-14-hhn3qb47,"EMSL NOM full profile mass spectrometry, negative",12T FT-ICR MS,EMSL,EMSL,2023-01-30T18:27:52Z,,['nmdc:sty-11-8bjf2432']
