ftp_location,raw_data_file_short
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RM_SKWA-24-3-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run764.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RM_SKWA-24-3-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run764.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RZM_SKWA-24-3-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run374.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RZM_SKWA-24-3-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run374.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104LM_SKWA-24-3-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run122.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104LM_SKWA-24-3-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run122.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RM_SKWA-24-3-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run945.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RM_SKWA-24-3-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run945.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RZM_SKWA-24-3-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run468.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RZM_SKWA-24-3-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run468.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run220.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run220.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RM_SKWA-24-3-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run951.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RM_SKWA-24-3-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run951.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RZM_SKWA-24-3-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run593.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RZM_SKWA-24-3-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run593.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106LM_SKWD-24-1-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run184.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106LM_SKWD-24-1-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run184.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RM_SKWD-24-1-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run948.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RM_SKWD-24-1-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run948.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RZM_SKWD-24-1-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run551.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RZM_SKWD-24-1-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run551.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run92.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run92.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107RM_SKWD-24-1-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run776.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107RM_SKWD-24-1-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run776.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107RZM_SKWD-24-1-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run397.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107RZM_SKWD-24-1-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run397.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108LM_SKWD-24-1-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run196.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108LM_SKWD-24-1-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run196.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108RM_SKWD-24-1-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run909.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108RM_SKWD-24-1-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run909.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108RZM_SKWD-24-1-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run539.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108RZM_SKWD-24-1-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run539.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109LM_SKWD-24-1-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run285.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109LM_SKWD-24-1-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run285.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109RM_SKWD-24-1-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run957.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109RM_SKWD-24-1-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run957.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109RZM_SKWD-24-1-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run631.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109RZM_SKWD-24-1-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run631.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_10LM_BESC-133-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run63.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_10LM_BESC-133-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run63.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_10RM_BESC-133-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run782.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_10RM_BESC-133-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run782.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_10RZM_BESC-133-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run380.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_10RZM_BESC-133-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run380.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_11LM_BESC-133-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run140.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_11LM_BESC-133-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run140.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_11RM_BESC-133-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run821.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_11RM_BESC-133-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run821.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_11RZM_BESC-133-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run566.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_11RZM_BESC-133-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run566.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_12LM_BESC-133-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run243.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_12LM_BESC-133-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run243.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_12RM_BESC-133-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run963.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_12RM_BESC-133-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run963.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_12RZM_BESC-133-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run640.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_12RZM_BESC-133-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run640.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_13RM_BESC-198-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run939.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_13RM_BESC-198-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run939.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_13RZM_BESC-198-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run477.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_13RZM_BESC-198-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run477.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_14LM_BESC-198-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run240.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_14LM_BESC-198-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run240.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_15LM_BESC-234-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run107.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_15LM_BESC-234-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run107.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_15RM_BESC-234-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run741.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_15RM_BESC-234-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run741.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_15RZM_BESC-234-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run368.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_15RZM_BESC-234-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run368.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_16LM_BESC-234-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run187.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_16LM_BESC-234-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run187.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_16RM_BESC-234-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run862.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_16RM_BESC-234-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run862.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_16RZM_BESC-234-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run492.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_16RZM_BESC-234-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run492.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_17LM_BESC-234-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run72.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_17LM_BESC-234-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run72.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_17RM_BESC-234-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run785.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_17RM_BESC-234-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run785.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_17RZM_BESC-234-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run350.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_17RZM_BESC-234-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run350.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_18LM_BESC-234-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run119.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_18LM_BESC-234-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run119.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_18RM_BESC-234-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run904.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_18RM_BESC-234-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run904.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_18RZM_BESC-234-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run489.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_18RZM_BESC-234-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run489.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_19LM_BESC-234-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run276.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_19LM_BESC-234-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run276.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_19RM_BESC-234-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run995.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_19RM_BESC-234-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run995.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_19RZM_BESC-234-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run670.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_19RZM_BESC-234-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run670.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_1LM_BESC-13-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run45.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_1LM_BESC-13-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run45.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_1RM_BESC-13-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run815.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_1RM_BESC-13-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run815.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_1RZM_BESC-13-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run356.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_1RZM_BESC-13-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run356.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_20LM_BESC-258-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run42.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_20LM_BESC-258-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run42.mzML
ftp://massive-ftp.ucsd.edu/v05/MSV000090886/raw/mzml_files/20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_20RM_BESC-258-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run791.mzML,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_20RM_BESC-258-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run791.mzML
